Età,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1
81,2022,214994,289391,504385,214560,288098,502658
82,2022,201163,276268,477431,195982,272579,468561
83,2022,182174,259546,441720,169321,243701,413022
84,2022,156136,230238,386374,145752,220210,365962
85,2022,132632,206074,338706,136315,213540,349855
86,2022,122383,197860,320243,118356,195261,313617
87,2022,104653,178743,283396,101657,175772,277429
88,2022,88175,158660,246835,84718,157267,241985
89,2022,72142,139930,212072,72167,141049,213216
90,2022,60361,123386,183747,61359,130133,191492
91,2022,50024,111473,161497,45462,103024,148486
92,2022,36098,86552,122650,34525,85660,120185
93,2022,26727,70213,96940,26278,70004,96282
94,2022,19723,55782,75505,18570,54643,73213
95,2022,13473,42582,56055,12913,41947,54860
96,2022,9083,31719,40802,9066,31227,40293
97,2022,6196,22975,29171,6167,22849,29016
98,2022,4117,16411,20528,3998,16115,20113
99,2022,2571,11171,13742,2526,11109,13635
100,2022,3287,16427,19714,2847,14330,17177
0,2023,203086,190834,393920,205371,195255,400626
1,2023,207218,197034,404252,209824,197810,407634
2,2023,211696,199551,411247,217987,207196,425183
3,2023,219719,208732,428451,228694,215944,444638
4,2023,230081,217293,447374,239183,225570,464753
5,2023,240388,226752,467140,245640,233044,478684
6,2023,247005,234312,481317,252296,238523,490819
7,2023,253577,239574,493151,260055,245536,505591
8,2023,261164,246566,507730,263845,249119,512964
9,2023,264925,250184,515109,275299,259960,535259
10,2023,276385,260983,537368,280091,264218,544309
11,2023,281120,265099,546219,288645,271368,560013
12,2023,289714,272242,561956,292919,275957,568876
13,2023,294025,276869,570894,295957,279801,575758
14,2023,297185,280786,577971,296180,278508,574688
15,2023,297394,279486,576880,297220,278674,575894
16,2023,298845,279547,578392,295963,276845,572808
17,2023,298641,277701,576342,299478,280939,580417
18,2023,304193,282146,586339,295158,274550,569708
19,2023,300052,277103,577155,294218,273072,567290
20,2023,298116,275666,573782,299483,276153,575636
21,2023,303004,278844,581848,307995,280508,588503
22,2023,311847,283874,595721,306585,276923,583508
23,2023,310412,280399,590811,310871,277904,588775
24,2023,314704,281478,596182,307450,279469,586919
25,2023,311008,282940,593948,307226,281322,588548
26,2023,310911,284846,595757,304818,281629,586447
27,2023,308660,285302,593962,306056,286744,592800
28,2023,309963,290555,600518,309781,293909,603690
29,2023,313746,297739,611485,322737,307123,629860
30,2023,326788,311199,637987,320462,307805,628267
31,2023,324287,311646,635933,327385,314003,641388
32,2023,331268,317678,648946,324501,315916,640417
33,2023,327973,319514,647487,333154,323709,656863
34,2023,336528,327242,663770,325923,318791,644714
35,2023,329133,322167,651300,327214,321096,648310
36,2023,329835,324401,654236,336526,332206,668732
37,2023,338960,335336,674296,343183,338992,682175
38,2023,345431,341933,687364,349548,345105,694653
39,2023,351542,347925,699467,361018,357984,719002
40,2023,362798,360668,723466,362241,361207,723448
41,2023,363755,363732,727487,372928,369016,741944
42,2023,374326,371342,745668,382441,382644,765085
43,2023,383399,385004,768403,403045,402520,805565
44,2023,403869,404671,808540,414855,417187,832042
45,2023,415445,419171,834616,432706,435229,867935
46,2023,433164,437072,870236,452800,456347,909147
47,2023,453026,458033,911059,470567,474641,945208
48,2023,470558,476322,946880,466435,473075,939510
49,2023,466458,474728,941186,471355,476715,948070
50,2023,471103,478132,949235,473646,483171,956817
51,2023,473237,484471,957708,469300,478407,947707
52,2023,468571,479621,948192,480540,491553,972093
53,2023,479794,492654,972448,475775,487952,963727
54,2023,474908,488974,963882,476000,490893,966893
55,2023,474832,491849,966681,481069,493808,974877
56,2023,479716,494413,974129,478662,492768,971430
57,2023,477089,493124,970213,483300,499325,982625
58,2023,481573,499748,981321,449809,470176,919985
59,2023,447787,470470,918257,431801,454417,886218
60,2023,429758,454591,884349,420605,445450,866055
61,2023,418279,445337,863616,405827,430828,836655
62,2023,403523,430584,834107,393855,419315,813170
63,2023,391182,418597,809779,373144,400873,774017
64,2023,370180,400259,770439,367086,396301,763387
65,2023,363931,395446,759377,357674,387503,745177
66,2023,354269,386248,740517,348305,379960,728265
67,2023,344662,378252,722914,339780,373354,713134
68,2023,335934,371628,707562,323307,354570,677877
69,2023,318955,352187,671142,314146,348843,662989
70,2023,309188,346323,655511,309999,346511,656510
71,2023,304607,343361,647968,317704,357328,675032
72,2023,311434,353764,665198,315416,357140,672556
73,2023,308691,353143,661834,323313,371104,694417
74,2023,315600,366069,681669,310853,359551,670404
75,2023,302476,354023,656499,303291,356948,660239
76,2023,294157,350711,644868,227616,272894,500510
77,2023,219562,267324,486886,227767,278056,505823
78,2023,218972,271655,490627,221025,278075,499100
79,2023,211468,270587,482055,211994,271851,483845
80,2023,201754,263597,465351,204923,269090,474013
81,2023,193892,259877,453769,214994,289391,504385
82,2023,201752,277832,479584,201163,276268,477431
83,2023,187379,263599,450978,182174,259546,441720
84,2023,167906,245636,413542,156136,230238,386374
85,2023,142357,215951,358308,132632,206074,338706
86,2023,119118,190900,310018,122383,197860,320243
87,2023,108115,180952,289067,104653,178743,283396
88,2023,90989,160844,251833,88175,158660,246835
89,2023,74831,140419,215250,72142,139930,212072
90,2023,59756,121773,181529,60361,123386,183747
91,2023,48855,104919,153774,50024,111473,161497
92,2023,39332,92832,132164,36098,86552,122650
93,2023,27464,70257,97721,26727,70213,96940
94,2023,19574,55020,74594,19723,55782,75505
95,2023,13952,42500,56452,13473,42582,56055
96,2023,9180,31452,40632,9083,31719,40802
97,2023,5879,22541,28420,6196,22975,29171
98,2023,4000,15836,19836,4117,16411,20528
99,2023,2528,10875,13403,2571,11171,13742
100,2023,3454,16991,20445,3287,16427,19714
0,2024,195688,184942,380630,203086,190834,393920
1,2024,204738,192455,397193,207218,197034,404252
2,2024,208930,198642,407572,211696,199551,411247
3,2024,213459,201122,414581,219719,208732,428451
4,2024,221288,210212,431500,230081,217293,447374
5,2024,231752,218688,450440,240388,226752,467140
6,2024,241613,227751,469364,247005,234312,481317
7,2024,248294,235369,483663,253577,239574,493151
8,2024,255000,240818,495818,261164,246566,507730
9,2024,262545,247842,510387,264925,250184,515109
10,2024,266331,251495,517826,276385,260983,537368
11,2024,277888,262271,540159,281120,265099,546219
12,2024,282542,266330,548872,289714,272242,561956
13,2024,291214,273403,564617,294025,276869,570894
14,2024,295569,278076,573645,297185,280786,577971
15,2024,298883,282062,580945,297394,279486,576880
16,2024,299700,280540,580240,298845,279547,578392
17,2024,302297,280729,583026,298641,277701,576342
18,2024,304333,279127,583460,304193,282146,586339
19,2024,309963,283627,593590,300052,277103,577155
20,2024,304996,278991,583987,298116,275666,573782
21,2024,302673,277626,580299,303004,278844,581848
22,2024,306574,280348,586922,311847,283874,595721
23,2024,315925,285778,601703,310412,280399,590811
24,2024,314636,282812,597448,314704,281478,596182
25,2024,319013,283771,602784,311008,282940,593948
26,2024,314881,285002,599883,310911,284846,595757
27,2024,314955,287166,602121,308660,285302,593962
28,2024,312534,287713,600247,309963,290555,600518
29,2024,314071,293105,607176,313746,297739,611485
30,2024,317807,300228,618035,326788,311199,637987
31,2024,330824,313830,644654,324287,311646,635933
32,2024,327835,314038,641873,331268,317678,648946
33,2024,335148,320205,655353,327973,319514,647487
34,2024,331675,321747,653422,336528,327242,663770
35,2024,340250,329595,669845,329133,322167,651300
36,2024,332219,324559,656778,329835,324401,654236
37,2024,332853,326604,659457,338960,335336,674296
38,2024,341770,337568,679338,345431,341933,687364
39,2024,347859,343824,691683,351542,347925,699467
40,2024,353623,349773,703396,362798,360668,723466
41,2024,364746,362336,727082,363755,363732,727487
42,2024,365493,365254,730747,374326,371342,745668
43,2024,375778,372880,748658,383399,385004,768403
44,2024,384578,386392,770970,403869,404671,808540
45,2024,405094,406122,811216,415445,419171,834616
46,2024,416439,420285,836724,433164,437072,870236
47,2024,433727,438351,872078,453026,458033,911059
48,2024,453538,459117,912655,470558,476322,946880
49,2024,470974,477197,948171,466458,474728,941186
50,2024,466626,475508,942134,471103,478132,949235
51,2024,471116,478896,950012,473237,484471,957708
52,2024,473088,485090,958178,468571,479621,948192
53,2024,468230,479854,948084,479794,492654,972448
54,2024,479187,492932,972119,474908,488974,963882
55,2024,474087,489034,963121,474832,491849,966681
56,2024,473883,491676,965559,479716,494413,974129
57,2024,478649,494278,972927,477089,493124,970213
58,2024,475770,492722,968492,481573,499748,981321
59,2024,479751,499138,978889,447787,470470,918257
60,2024,445861,469662,915523,429758,454591,884349
61,2024,427730,453553,881283,418279,445337,863616
62,2024,416061,444128,860189,403523,430584,834107
63,2024,401180,429136,830316,391182,418597,809779
64,2024,388370,417065,805435,370180,400259,770439
65,2024,367172,398413,765585,363931,395446,759377
66,2024,360685,393327,754012,354269,386248,740517
67,2024,350799,383711,734510,344662,378252,722914
68,2024,340770,375749,716519,335934,371628,707562
69,2024,332025,369420,701445,318955,352187,671142
70,2024,314318,349292,663610,309188,346323,655511
71,2024,304083,342972,647055,304607,343361,647968
72,2024,298980,339697,638677,311434,353764,665198
73,2024,305037,349450,654487,308691,353143,661834
74,2024,301868,348453,650321,315600,366069,681669
75,2024,307840,360537,668377,302476,354023,656499
76,2024,294064,347927,641991,294157,350711,644868
77,2024,284834,343900,628734,219562,267324,486886
78,2024,211931,261173,473104,218972,271655,490627
79,2024,210342,264845,475187,211468,270587,482055
80,2024,202021,262650,464671,201754,263597,465351
81,2024,191608,254887,446495,193892,259877,453769
82,2024,182933,250132,433065,201752,277832,479584
83,2024,188829,265675,454504,187379,263599,450978
84,2024,174057,250543,424600,167906,245636,413542
85,2024,154318,231568,385886,142357,215951,358308
86,2024,129310,201391,330701,119118,190900,310018
87,2024,106580,175795,282375,108115,180952,289067
88,2024,95175,164400,259575,90989,160844,251833
89,2024,78602,144433,223035,74831,140419,215250
90,2024,63218,123444,186662,59756,121773,181529
91,2024,49543,105054,154597,48855,104919,153774
92,2024,39224,88811,128035,39332,92832,132164
93,2024,30701,76769,107470,27464,70257,97721
94,2024,20854,56482,77336,19574,55020,74594
95,2024,14421,43022,57443,13952,42500,56452
96,2024,9933,32104,42037,9180,31452,40632
97,2024,6340,23031,29371,5879,22541,28420
98,2024,3950,16264,20214,4000,15836,19836
99,2024,2659,11180,13839,2528,10875,13403
100,2024,3600,17611,21211,3454,16991,20445
