Età,Anno,Totale maschi,Totale femmine,Totale
16,1993,392494,377490,769984
17,1993,416679,401564,818243
18,1993,438217,422874,861091
19,1993,440749,426392,867141
20,1993,449410,433058,882468
21,1993,459623,443746,903369
22,1993,453827,439014,892841
23,1993,467361,453641,921002
24,1993,462371,448902,911273
25,1993,466366,456010,922376
26,1993,480208,470846,951054
27,1993,480652,472459,953111
28,1993,489669,480844,970513
29,1993,457623,453816,911439
30,1993,443494,440833,884327
31,1993,438699,435104,873803
32,1993,422788,420935,843723
33,1993,415758,412240,827998
34,1993,397809,397376,795185
35,1993,396505,396271,792776
36,1993,391838,393417,785255
37,1993,386544,388385,774929
38,1993,383744,387592,771336
39,1993,369009,370406,739415
40,1993,367506,371460,738966
41,1993,368532,372845,741377
42,1993,385310,389736,775046
43,1993,389836,393666,783502
44,1993,410774,415972,826746
45,1993,404908,409136,814044
46,1993,408735,415151,823886
47,1993,318874,324673,643547
48,1993,329456,335886,665342
49,1993,334128,343575,677703
50,1993,335770,346919,682689
51,1993,339601,351772,691373
52,1993,375540,391142,766682
53,1993,373417,387374,760791
54,1993,364858,380975,745833
55,1993,340216,357618,697834
56,1993,324949,346231,671180
57,1993,335019,357080,692099
58,1993,327777,352238,680015
59,1993,323723,349182,672905
60,1993,314117,345365,659482
61,1993,317828,350666,668494
62,1993,329734,368812,698546
63,1993,301153,340090,641243
64,1993,297796,339840,637636
65,1993,292822,339849,632671
66,1993,281223,335267,616490
67,1993,272941,330889,603830
68,1993,263103,325594,588697
69,1993,255431,324351,579782
70,1993,240364,320572,560936
71,1993,230003,311603,541606
72,1993,222335,306730,529065
73,1993,138867,194740,333607
74,1993,102682,147713,250395
75,1993,104772,151201,255973
76,1993,125204,185123,310327
77,1993,149525,225568,375093
78,1993,144662,223758,368420
79,1993,136620,215705,352325
80,1993,126762,205002,331764
81,1993,106108,180457,286565
82,1993,96981,170787,267768
83,1993,79308,146521,225829
84,1993,67114,131502,198616
85,1993,52054,108049,160103
86,1993,43474,94488,137962
87,1993,34556,76020,110576
88,1993,26419,63867,90286
89,1993,20090,49846,69936
90,1993,16110,41950,58060
91,1993,11637,31906,43543
92,1993,8710,24465,33175
93,1993,5876,17954,23830
94,1993,4081,13004,17085
95,1993,2827,9530,12357
96,1993,1903,6605,8508
97,1993,1139,4185,5324
98,1993,706,2818,3524
99,1993,471,1719,2190
100,1993,668,2385,3053
0,1994,281875,266660,548535
1,1994,292378,276723,569101
2,1994,266124,252722,518846
3,1994,271628,258407,530035
4,1994,272863,259963,532826
5,1994,276125,261932,538057
6,1994,269269,256079,525348
7,1994,272963,259488,532451
8,1994,283481,271390,554871
9,1994,288683,275853,564536
10,1994,297623,283123,580746
11,1994,307341,294707,602048
12,1994,314535,301474,616009
13,1994,321195,307157,628352
14,1994,333623,319492,653115
15,1994,355802,341503,697305
16,1994,370836,357093,727929
17,1994,392342,377773,770115
18,1994,416420,401880,818300
19,1994,437756,422969,860725
20,1994,440231,426430,866661
21,1994,448771,433115,881886
22,1994,458786,443746,902532
23,1994,453117,439148,892265
24,1994,466725,453767,920492
25,1994,461668,448842,910510
26,1994,465626,455799,921425
27,1994,479520,470635,950155
28,1994,479975,472289,952264
29,1994,488762,480490,969252
30,1994,456955,453688,910643
31,1994,442887,440699,883586
32,1994,437938,435026,872964
33,1994,422222,420953,843175
34,1994,415099,412056,827155
35,1994,397189,397093,794282
36,1994,395757,395807,791564
37,1994,391187,393083,784270
38,1994,385887,388103,773990
39,1994,382978,387216,770194
40,1994,368313,370050,738363
41,1994,366796,371144,737940
42,1994,367705,372587,740292
43,1994,384405,389438,773843
44,1994,388817,393112,781929
45,1994,409528,415211,824739
46,1994,403492,408286,811778
47,1994,407214,414226,821440
48,1994,317693,324024,641717
49,1994,328101,335160,663261
50,1994,332641,342864,675505
51,1994,334046,346043,680089
52,1994,337729,351003,688732
53,1994,373328,390065,763393
54,1994,371074,386207,757281
55,1994,362265,379606,741871
56,1994,337521,356214,693735
57,1994,322076,344793,666869
58,1994,331824,355586,687410
59,1994,324340,350612,674952
60,1994,319916,347331,667247
61,1994,309956,343318,653274
62,1994,313259,348588,661847
63,1994,324294,366314,690608
64,1994,295731,337483,633214
65,1994,291702,336890,628592
66,1994,286238,336452,622690
67,1994,274188,331573,605761
68,1994,265655,326999,592654
69,1994,255363,321260,576623
70,1994,247474,319632,567106
71,1994,232218,315190,547408
72,1994,221438,306046,527484
73,1994,213147,300235,513382
74,1994,132565,190224,322789
75,1994,97574,143765,241339
76,1994,99025,146742,245767
77,1994,117696,178786,296482
78,1994,139878,217131,357009
79,1994,134257,214503,348760
80,1994,125911,205226,331137
81,1994,115743,193872,309615
82,1994,96102,169377,265479
83,1994,86856,158597,245453
84,1994,70082,134772,204854
85,1994,58386,119646,178032
86,1994,44684,97021,141705
87,1994,36747,83780,120527
88,1994,28903,65979,94882
89,1994,21590,54628,76218
90,1994,16079,41742,57821
91,1994,12661,34501,47162
92,1994,8971,25752,34723
93,1994,6583,19257,25840
94,1994,4316,13764,18080
95,1994,2943,9822,12765
96,1994,2024,7019,9043
97,1994,1292,4744,6036
98,1994,749,2921,3670
99,1994,460,1927,2387
100,1994,685,2588,3273
0,1995,274171,258677,532848
1,1995,280911,265953,546864
2,1995,291954,276417,568371
3,1995,267907,254292,522199
4,1995,273160,259794,532954
5,1995,273918,260910,534828
6,1995,277167,262847,540014
7,1995,269983,256647,526630
8,1995,273862,260391,534253
9,1995,284348,272202,556550
10,1995,289499,276510,566009
11,1995,298411,283789,582200
12,1995,308262,295520,603782
13,1995,315215,302141,617356
14,1995,321877,307799,629676
15,1995,334114,320132,654246
16,1995,355944,341864,697808
17,1995,370776,357397,728173
18,1995,392178,378092,770270
19,1995,416166,402305,818471
20,1995,437221,423221,860442
21,1995,439609,426644,866253
22,1995,448107,433374,881481
23,1995,457906,443938,901844
24,1995,452346,439429,891775
25,1995,466060,454049,920109
26,1995,460920,448903,909823
27,1995,464756,455573,920329
28,1995,478705,470436,949141
29,1995,479053,472101,951154
30,1995,487719,480094,967813
31,1995,456214,453574,909788
32,1995,442087,440622,882709
33,1995,437019,434947,871966
34,1995,421488,420966,842454
35,1995,414289,411854,826143
36,1995,396398,396726,793124
37,1995,394794,395260,790054
38,1995,390313,392652,782965
39,1995,385003,387792,772795
40,1995,381950,386757,768707
41,1995,367438,369671,737109
42,1995,365879,370798,736677
43,1995,366743,372303,739046
44,1995,383285,389123,772408
45,1995,387628,392448,780076
46,1995,408027,414218,822245
47,1995,401854,407249,809103
48,1995,405341,413153,818494
49,1995,316367,323302,639669
50,1995,326524,334346,660870
51,1995,330917,342017,672934
52,1995,332116,345191,677307
53,1995,335699,350118,685817
54,1995,370915,388998,759913
55,1995,368483,384940,753423
56,1995,359512,378185,737697
57,1995,334478,354745,689223
58,1995,319140,343314,662454
59,1995,328488,353959,682447
60,1995,320619,348850,669469
61,1995,315828,345458,661286
62,1995,305651,341265,646916
63,1995,308345,346345,654690
64,1995,318561,363580,682141
65,1995,289998,334808,624806
66,1995,285431,333789,619220
67,1995,279249,332799,612048
68,1995,266967,327665,594632
69,1995,257966,322878,580844
70,1995,247336,316545,563881
71,1995,239160,314513,553673
72,1995,223605,309540,533145
73,1995,212606,299981,512587
74,1995,203735,293406,497141
75,1995,126183,185240,311423
76,1995,92325,139552,231877
77,1995,93235,141985,235220
78,1995,110073,172106,282179
79,1995,130164,208214,338378
80,1995,123912,204634,328546
81,1995,115350,194550,309900
82,1995,105047,182379,287426
83,1995,86377,158153,244530
84,1995,76862,146437,223299
85,1995,61187,122933,184120
86,1995,50306,107745,158051
87,1995,37879,86054,123933
88,1995,30620,73260,103880
89,1995,23883,56550,80433
90,1995,17342,45733,63075
91,1995,12544,34257,46801
92,1995,9632,28002,37634
93,1995,6797,20264,27061
94,1995,4972,14759,19731
95,1995,3084,10334,13418
96,1995,2048,7085,9133
97,1995,1382,5035,6417
98,1995,864,3258,4122
99,1995,503,1994,2497
100,1995,721,2841,3562
0,1996,269122,253857,522979
1,1996,273119,258026,531145
2,1996,280284,265405,545689
3,1996,291372,276063,567435
4,1996,270243,256374,526617
5,1996,275334,261637,536971
6,1996,275287,262152,537439
7,1996,278499,263981,542480
8,1996,270912,257386,528298
9,1996,275101,261528,536629
10,1996,285485,273210,558695
11,1996,290571,277391,567962
12,1996,299422,284638,584060
13,1996,309420,296489,605909
14,1996,316024,302962,618986
15,1996,322758,308692,631450
16,1996,334759,320876,655635
17,1996,356135,342269,698404
18,1996,370711,357719,728430
19,1996,391945,378522,770467
20,1996,415881,402863,818744
21,1996,436640,423508,860148
22,1996,438898,426812,865710
23,1996,447249,433623,880872
24,1996,456854,444110,900964
25,1996,451462,439753,891215
26,1996,465404,454374,919778
27,1996,460144,448962,909106
28,1996,463866,455365,919231
29,1996,477901,470246,948147
30,1996,478105,471927,950032
31,1996,486621,479684,966305
32,1996,455408,453433,908841
33,1996,441362,440526,881888
34,1996,436189,434868,871057
35,1996,420856,421036,841892
36,1996,413532,411700,825232
37,1996,395582,396336,791918
38,1996,393815,394704,788519
39,1996,389436,392221,781657
40,1996,384166,387507,771673
41,1996,380915,386300,767215
42,1996,366570,369291,735861
43,1996,364987,370426,735413
44,1996,365685,372064,737749
45,1996,382224,388791,771015
46,1996,386308,391777,778085
47,1996,406447,413217,819664
48,1996,400152,406102,806254
49,1996,403301,411909,815210
50,1996,314932,322538,637470
51,1996,324844,333449,658293
52,1996,329107,341180,670287
53,1996,330130,344239,674369
54,1996,333630,349256,682886
55,1996,368337,387856,756193
56,1996,365656,383595,749251
57,1996,356423,376641,733064
58,1996,331280,353006,684286
59,1996,315957,341745,657702
60,1996,324896,352244,677140
61,1996,316595,346976,663571
62,1996,311392,343283,654675
63,1996,301121,339085,640206
64,1996,303253,344120,647373
65,1996,312544,360682,673226
66,1996,283943,331742,615685
67,1996,278807,330320,609127
68,1996,271928,328804,600732
69,1996,259382,323363,582745
70,1996,249973,318489,568462
71,1996,238906,311545,550451
72,1996,230446,309113,539559
73,1996,214781,303300,518081
74,1996,203333,293580,496913
75,1996,194087,285996,480083
76,1996,119665,180073,299738
77,1996,87101,135059,222160
78,1996,87484,136818,224302
79,1996,102410,165083,267493
80,1996,120197,198882,319079
81,1996,113783,194206,307989
82,1996,105152,183487,288639
83,1996,94650,170343,264993
84,1996,76986,146616,223602
85,1996,67573,134197,201770
86,1996,53017,111234,164251
87,1996,42795,95972,138767
88,1996,31650,75672,107322
89,1996,25232,63280,88512
90,1996,19453,47870,67323
91,1996,13744,37961,51705
92,1996,9718,27719,37437
93,1996,7281,22249,29530
94,1996,4998,15807,20805
95,1996,3545,11212,14757
96,1996,2155,7661,9816
97,1996,1370,5021,6391
98,1996,942,3503,4445
99,1996,572,2204,2776
100,1996,675,3015,3690
0,1997,273472,258096,531568
1,1997,268728,253591,522319
2,1997,272417,257543,529960
3,1997,279718,264921,544639
4,1997,290732,275669,566401
5,1997,273657,259476,533133
6,1997,278264,264343,542607
7,1997,277396,264044,541440
8,1997,280479,265713,546192
9,1997,272273,258519,530792
10,1997,276998,263240,540238
11,1997,287181,274665,561846
12,1997,292133,278710,570843
13,1997,300935,285946,586881
14,1997,311102,297975,609077
15,1997,317236,304241,621477
16,1997,324159,310002,634161
17,1997,335784,322034,657818
18,1997,356566,342919,699485
19,1997,370810,358365,729175
20,1997,392035,379331,771366
21,1997,415933,403916,819849
22,1997,436312,424223,860535
23,1997,438513,427393,865906
24,1997,446743,434357,881100
25,1997,455983,444623,900606
26,1997,451017,440422,891439
27,1997,465077,455074,920151
28,1997,459638,449236,908874
29,1997,463161,455258,918419
30,1997,477173,470184,947357
31,1997,477383,471849,949232
32,1997,485551,479233,964784
33,1997,454851,453395,908246
34,1997,440798,440572,881370
35,1997,435451,434957,870408
36,1997,420305,421381,841686
37,1997,412889,411686,824575
38,1997,394871,395919,790790
39,1997,392771,394012,786783
40,1997,388551,391742,780293
41,1997,383296,387201,770497
42,1997,379881,385742,765623
43,1997,365659,368917,734576
44,1997,363915,370068,733983
45,1997,364657,371878,736535
46,1997,380999,388532,769531
47,1997,384952,390968,775920
48,1997,404598,411996,816594
49,1997,398059,404654,802713
50,1997,401011,410498,811509
51,1997,313316,321725,635041
52,1997,322888,332465,655353
53,1997,327196,340263,667459
54,1997,327826,343240,671066
55,1997,331315,348333,679648
56,1997,365596,386766,752362
57,1997,362786,382223,745009
58,1997,353097,374960,728057
59,1997,327813,351081,678894
60,1997,312463,339956,652419
61,1997,321145,350506,671651
62,1997,312257,344913,657170
63,1997,306888,341093,647981
64,1997,296355,336687,633042
65,1997,297800,341658,639458
66,1997,306182,357525,663707
67,1997,277632,328491,606123
68,1997,271792,326676,598468
69,1997,264284,324563,588847
70,1997,251398,318693,570091
71,1997,241595,313760,555355
72,1997,230254,306092,536346
73,1997,221359,303259,524618
74,1997,205539,296820,502359
75,1997,194118,286805,480923
76,1997,183976,278063,462039
77,1997,112997,174590,287587
78,1997,81659,130365,212024
79,1997,81383,131229,212612
80,1997,94825,157716,252541
81,1997,110327,188998,299325
82,1997,103604,183608,287212
83,1997,95018,171935,266953
84,1997,84620,158280,242900
85,1997,67962,134951,202913
86,1997,58729,121865,180594
87,1997,45270,99612,144882
88,1997,35967,84788,120755
89,1997,26092,65660,91752
90,1997,20279,53743,74022
91,1997,15691,40001,55692
92,1997,10647,31040,41687
93,1997,7380,22361,29741
94,1997,5416,17587,23003
95,1997,3680,12254,15934
96,1997,2571,8426,10997
97,1997,1472,5501,6973
98,1997,868,3545,4413
99,1997,639,2410,3049
100,1997,735,3280,4015
0,1998,273404,258674,532078
1,1998,271549,256424,527973
2,1998,268475,253479,521954
3,1998,271667,256950,528617
4,1998,278860,264305,543165
5,1998,290059,275153,565212
6,1998,277272,262772,540044
7,1998,281425,267293,548718
8,1998,279695,266174,545869
9,1998,282659,267637,550296
10,1998,273896,259759,533655
11,1998,279050,265187,544237
12,1998,289045,276325,565370
13,1998,293872,280137,574009
14,1998,302586,287349,589935
15,1998,313079,299621,612700
16,1998,318655,305701,624356
17,1998,325578,311582,637160
18,1998,336904,323400,660304
19,1998,356999,343717,700716
20,1998,370999,359207,730206
21,1998,392106,380365,772471
22,1998,416019,405204,821223
23,1998,435955,425103,861058
24,1998,437985,428185,866170
25,1998,445986,435185,881171
26,1998,455044,445228,900272
27,1998,450539,441195,891734
28,1998,464598,455727,920325
29,1998,458993,449522,908515
30,1998,462364,455179,917543
31,1998,476520,470078,946598
32,1998,476592,471768,948360
33,1998,484534,478807,963341
34,1998,454369,453383,907752
35,1998,440407,440657,881064
36,1998,434840,435076,869916
37,1998,419985,421769,841754
38,1998,412343,411617,823960
39,1998,394217,395517,789734
40,1998,391790,393382,785172
41,1998,387659,391287,778946
42,1998,382416,386919,769335
43,1998,378739,385215,763954
44,1998,364732,368523,733255
45,1998,362817,369717,732534
46,1998,363544,371675,735219
47,1998,379704,388253,767957
48,1998,383426,390169,773595
49,1998,402625,410845,813470
50,1998,395863,403193,799056
51,1998,398584,409079,807663
52,1998,311609,320870,632479
53,1998,320812,331420,652232
54,1998,325034,339340,664374
55,1998,325316,342227,667543
56,1998,328791,347461,676252
57,1998,362579,385530,748109
58,1998,359663,380840,740503
59,1998,349718,373098,722816
60,1998,324165,349122,673287
61,1998,308725,338131,646856
62,1998,316964,348639,665603
63,1998,307796,342637,650433
64,1998,301981,338599,640580
65,1998,291123,334220,625343
66,1998,292176,339096,631272
67,1998,299589,354363,653952
68,1998,271074,325012,596086
69,1998,264421,322770,587191
70,1998,256327,319877,576204
71,1998,242953,313649,556602
72,1998,232952,308586,541538
73,1998,221262,300247,521509
74,1998,212073,296884,508957
75,1998,195945,289847,485792
76,1998,184349,279372,463721
77,1998,173561,269495,443056
78,1998,106151,168516,274667
79,1998,76192,125280,201472
80,1998,75277,125398,200675
81,1998,87217,149805,237022
82,1998,100435,178412,278847
83,1998,93703,172042,265745
84,1998,85038,159732,244770
85,1998,74669,145707,220376
86,1998,59311,122687,181998
87,1998,50390,109359,159749
88,1998,38119,87854,125973
89,1998,29679,73759,103438
90,1998,21127,55887,77014
91,1998,16074,44811,60885
92,1998,12182,32691,44873
93,1998,7980,24647,32627
94,1998,5431,17545,22976
95,1998,3951,13526,17477
96,1998,2689,9256,11945
97,1998,1715,6062,7777
98,1998,951,3824,4775
99,1998,560,2380,2940
100,1998,756,3621,4377
0,1999,270959,255666,526625
1,1999,270301,255967,526268
2,1999,270552,255675,526227
3,1999,268351,253565,521916
4,1999,271017,256529,527546
5,1999,278324,263880,542204
6,1999,289596,274887,564483
7,1999,280841,266041,546882
8,1999,284385,270156,554541
9,1999,281842,268147,549989
10,1999,284707,269525,554232
11,1999,275401,261019,536420
12,1999,280996,266993,547989
13,1999,290802,277870,568672
14,1999,295479,281507,576986
15,1999,304113,288730,592843
16,1999,314848,301214,616062
17,1999,319965,307152,627117
18,1999,326986,313136,640122
19,1999,337796,325004,662800
20,1999,357355,344738,702093
21,1999,371060,360280,731340
22,1999,392081,381539,773620
23,1999,416003,406568,822571
24,1999,435451,426002,861453
25,1999,437435,428928,866363
26,1999,445402,435992,881394
27,1999,454102,445819,899921
28,1999,449863,441977,891840
29,1999,464073,456485,920558
30,1999,458239,449907,908146
31,1999,461436,455080,916516
32,1999,475663,470055,945718
33,1999,475782,471762,947544
34,1999,483447,478423,961870
35,1999,453819,453413,907232
36,1999,439925,440780,880705
37,1999,434137,435151,869288
38,1999,419460,422041,841501
39,1999,411628,411517,823145
40,1999,393447,395125,788572
41,1999,390686,392667,783353
42,1999,386730,390765,777495
43,1999,381458,386576,768034
44,1999,377529,384618,762147
45,1999,363635,368087,731722
46,1999,361669,369317,730986
47,1999,362308,371361,733669
48,1999,378326,387973,766299
49,1999,381924,389318,771242
50,1999,400625,409611,810236
51,1999,393548,401805,795353
52,1999,395977,407505,803482
53,1999,309786,319974,629760
54,1999,318652,330385,649037
55,1999,322801,338357,661158
56,1999,322785,341046,663831
57,1999,326091,346480,672571
58,1999,359391,384224,743615
59,1999,356353,379313,735666
60,1999,346073,371198,717271
61,1999,320283,347117,667400
62,1999,304789,336214,641003
63,1999,312730,346509,659239
64,1999,303010,340284,643294
65,1999,296713,335878,632591
66,1999,285665,331555,617220
67,1999,286014,336229,622243
68,1999,292442,350762,643204
69,1999,264114,321401,585515
70,1999,256394,318466,574860
71,1999,247864,314825,562689
72,1999,233926,308189,542115
73,1999,223742,302816,526558
74,1999,211727,293874,505601
75,1999,202201,289873,492074
76,1999,185879,282035,467914
77,1999,174102,271164,445266
78,1999,162694,260180,422874
79,1999,99068,162116,261184
80,1999,70349,119739,190088
81,1999,69100,118958,188058
82,1999,79423,141040,220463
83,1999,90747,167048,257795
84,1999,83351,159629,242980
85,1999,75090,146746,221836
86,1999,65026,132360,197386
87,1999,50731,110157,160888
88,1999,42474,96797,139271
89,1999,31479,76285,107764
90,1999,23998,62675,86673
91,1999,16650,46773,63423
92,1999,12400,36635,49035
93,1999,9222,26182,35404
94,1999,5835,19243,25078
95,1999,3844,13339,17183
96,1999,2856,10106,12962
97,1999,1919,6724,8643
98,1999,1120,4291,5411
99,1999,587,2580,3167
100,1999,774,3742,4516
0,2000,272792,258707,531499
1,2000,269376,254461,523837
2,2000,268321,254294,522615
3,2000,269711,255042,524753
4,2000,268274,253600,521874
5,2000,270494,256127,526621
6,2000,277828,263498,541326
7,2000,289156,274669,563825
8,2000,284236,269050,553286
9,2000,287390,272949,560339
10,2000,284025,270075,554100
11,2000,286776,271288,558064
12,2000,276864,262284,539148
13,2000,282929,268768,551697
14,2000,292507,279324,571831
15,2000,297087,282896,579983
16,2000,305639,290085,595724
17,2000,316652,302794,619446
18,2000,321417,308668,630085
19,2000,328420,314857,643277
20,2000,338934,326774,665708
21,2000,357946,345867,703813
22,2000,371410,361451,732861
23,2000,392272,382855,775127
24,2000,416193,407944,824137
25,2000,435260,426958,862218
26,2000,437053,429710,866763
27,2000,444865,436844,881709
28,2000,453317,446371,899688
29,2000,449237,442753,891990
30,2000,463601,457093,920694
31,2000,457522,450167,907689
32,2000,460539,454899,915438
33,2000,474868,469938,944806
34,2000,474952,471658,946610
35,2000,482403,477984,960387
36,2000,453313,453372,906685
37,2000,439417,440824,880241
38,2000,433443,435197,868640
39,2000,418946,422292,841238
40,2000,410945,411332,822277
41,2000,392684,394625,787309
42,2000,389480,391891,781371
43,2000,385714,390195,775909
44,2000,380435,386210,766645
45,2000,376195,384003,760198
46,2000,362490,367585,730075
47,2000,360384,368886,729270
48,2000,361003,371101,732104
49,2000,376871,387596,764467
50,2000,380208,388371,768579
51,2000,398549,408345,806894
52,2000,391061,400272,791333
53,2000,393227,405923,799150
54,2000,307791,319040,626831
55,2000,316318,329266,645584
56,2000,320423,337229,657652
57,2000,320036,339874,659910
58,2000,323196,345453,668649
59,2000,356064,382874,738938
60,2000,352712,377676,730388
61,2000,342149,369189,711338
62,2000,316212,344913,661125
63,2000,300794,334197,634991
64,2000,308164,344395,652559
65,2000,298080,337798,635878
66,2000,291318,333086,624404
67,2000,280018,328586,608604
68,2000,279655,333154,612809
69,2000,285049,346965,632014
70,2000,256989,317555,574544
71,2000,248339,313969,562308
72,2000,239183,309503,548686
73,2000,224940,302385,527325
74,2000,214254,296800,511054
75,2000,201941,287151,489092
76,2000,192032,282390,474422
77,2000,175753,273681,449434
78,2000,163783,262398,426181
79,2000,151957,250319,402276
80,2000,91906,155244,247150
81,2000,64708,113851,178559
82,2000,62890,112156,175046
83,2000,71622,131937,203559
84,2000,81048,154996,236044
85,2000,73502,146814,220316
86,2000,65440,133539,198979
87,2000,55778,118769,174547
88,2000,43062,97909,140971
89,2000,35345,84389,119734
90,2000,25615,65363,90978
91,2000,19198,52435,71633
92,2000,12931,38372,51303
93,2000,9499,29442,38941
94,2000,6771,20530,27301
95,2000,4200,14781,18981
96,2000,2726,10011,12737
97,2000,1976,7445,9421
98,2000,1404,4896,6300
99,2000,792,3118,3910
100,2000,794,3971,4765
0,2001,274518,259054,533572
1,2001,271686,258000,529686
2,2001,268009,253275,521284
3,2001,266437,252662,519099
4,2001,268841,254366,523207
5,2001,268120,253597,521717
6,2001,269896,255658,525554
7,2001,277278,263025,540303
8,2001,288717,274342,563059
9,2001,287799,272245,560044
10,2001,290480,275820,566300
11,2001,286194,272129,558323
12,2001,288884,273151,562035
13,2001,278359,263524,541883
14,2001,284992,270600,555592
15,2001,294336,280947,575283
16,2001,298797,284365,583162
17,2001,307354,291517,598871
18,2001,318587,304528,623115
19,2001,322854,310294,633148
20,2001,329992,317038,647030
21,2001,340339,328815,669154
22,2001,358858,347415,706273
23,2001,371939,362946,734885
24,2001,392702,384465,777167
25,2001,416753,409659,826412
26,2001,435280,428247,863527
27,2001,437042,430741,867783
28,2001,444591,437816,882407
29,2001,452668,447054,899722
30,2001,448919,443519,892438
31,2001,463286,457812,921098
32,2001,457063,450488,907551
33,2001,459808,454802,914610
34,2001,474211,469876,944087
35,2001,474259,471598,945857
36,2001,481438,477596,959034
37,2001,452916,453359,906275
38,2001,438985,440898,879883
39,2001,432833,435291,868124
40,2001,418535,422584,841119
41,2001,410353,411209,821562
42,2001,392015,394174,786189
43,2001,388385,391195,779580
44,2001,384764,389636,774400
45,2001,379469,385858,765327
46,2001,374931,383394,758325
47,2001,361363,367075,728438
48,2001,359177,368428,727605
49,2001,359681,370838,730519
50,2001,375362,387213,762575
51,2001,378475,387444,765919
52,2001,396336,406991,803327
53,2001,388539,398724,787263
54,2001,390498,404352,794850
55,2001,305757,318052,623809
56,2001,313884,328093,641977
57,2001,317919,336047,653966
58,2001,317237,338588,655825
59,2001,320286,344323,664609
60,2001,352667,381448,734115
61,2001,349141,375866,725007
62,2001,337992,367117,705109
63,2001,311982,342553,654535
64,2001,296627,332067,628694
65,2001,303479,342045,645524
66,2001,292968,335193,628161
67,2001,285833,330219,616052
68,2001,274094,325469,599563
69,2001,273185,329922,603107
70,2001,277736,342918,620654
71,2001,249778,313375,563153
72,2001,240286,309261,549547
73,2001,230596,303817,534413
74,2001,215784,296258,512042
75,2001,204994,290337,495331
76,2001,191876,279962,471838
77,2001,181795,274509,456304
78,2001,165655,265010,430665
79,2001,153503,253202,406705
80,2001,141121,239969,381090
81,2001,84964,148109,233073
82,2001,59346,107688,167034
83,2001,57106,105201,162307
84,2001,64170,122753,186923
85,2001,71635,142994,214629
86,2001,63978,133846,197824
87,2001,56626,120366,176992
88,2001,47297,105797,153094
89,2001,36180,85854,122034
90,2001,29272,72885,102157
91,2001,20510,55306,75816
92,2001,15007,43448,58455
93,2001,9794,30940,40734
94,2001,7131,23362,30493
95,2001,4925,16128,21053
96,2001,3023,11380,14403
97,2001,1877,7456,9333
98,2001,1366,5554,6920
99,2001,1103,3533,4636
100,2001,938,4497,5435
0,2002,268276,254731,523007
1,2002,271976,257257,529233
2,2002,270620,257511,528131
3,2002,266706,252084,518790
4,2002,264829,251128,515957
5,2002,268123,253760,521883
6,2002,268085,253689,521774
7,2002,269530,255399,524929
8,2002,276926,262711,539637
9,2002,288501,274159,562660
10,2002,291170,275204,566374
11,2002,293330,278439,571769
12,2002,288266,274015,562281
13,2002,290996,274955,565951
14,2002,279971,264790,544761
15,2002,286758,272254,559012
16,2002,295986,282370,578356
17,2002,300400,285701,586101
18,2002,308834,292943,601777
19,2002,320091,306107,626198
20,2002,323918,311733,635651
21,2002,331241,319016,650257
22,2002,341392,330636,672028
23,2002,359526,348868,708394
24,2002,372477,364365,736842
25,2002,393202,385996,779198
26,2002,417331,411288,828619
27,2002,435484,429526,865010
28,2002,437208,432426,869634
29,2002,444829,438839,883668
30,2002,452979,447945,900924
31,2002,448928,444238,893166
32,2002,463220,458147,921367
33,2002,456815,451097,907912
34,2002,459019,455802,914821
35,2002,473799,470041,943840
36,2002,474668,471821,946489
37,2002,481113,477379,958492
38,2002,452721,453404,906125
39,2002,438786,440985,879771
40,2002,432370,435359,867729
41,2002,418288,422817,841105
42,2002,409871,411070,820941
43,2002,391514,393856,785370
44,2002,387490,390625,778115
45,2002,383939,389134,773073
46,2002,378601,385440,764041
47,2002,373714,382686,756400
48,2002,360223,366465,726688
49,2002,357894,367808,725702
50,2002,358245,370295,728540
51,2002,373760,386595,760355
52,2002,376649,386417,763066
53,2002,394008,405554,799562
54,2002,386053,397265,783318
55,2002,387731,402793,790524
56,2002,303624,316897,620521
57,2002,311363,326841,638204
58,2002,315356,334764,650120
59,2002,314309,337080,651389
60,2002,317142,342897,660039
61,2002,349088,379810,728898
62,2002,345216,373870,719086
63,2002,333879,364927,698806
64,2002,307731,340237,647968
65,2002,292289,329638,621927
66,2002,298656,339492,638148
67,2002,287723,332287,620010
68,2002,280088,327011,607099
69,2002,268085,322080,590165
70,2002,266650,326356,593006
71,2002,270106,338662,608768
72,2002,242350,308947,551297
73,2002,232157,304100,536257
74,2002,221866,297974,519840
75,2002,206836,289731,496567
76,2002,195484,283492,478976
77,2002,182007,272342,454349
78,2002,170675,266140,436815
79,2002,155308,255925,411233
80,2002,140864,243600,384464
81,2002,130286,229180,359466
82,2002,78010,140926,218936
83,2002,54136,101434,155570
84,2002,51311,98414,149725
85,2002,57260,113611,170871
86,2002,63204,131070,194274
87,2002,55684,119013,174697
88,2002,48619,106928,155547
89,2002,39876,93168,133044
90,2002,30018,75102,105120
91,2002,23792,62399,86191
92,2002,16128,46385,62513
93,2002,11500,35736,47236
94,2002,7385,24856,32241
95,2002,5180,18183,23363
96,2002,3470,12930,16400
97,2002,2107,8874,10981
98,2002,1252,5586,6838
99,2002,861,4005,4866
100,2002,978,5143,6121
0,2003,275022,260634,535656
1,2003,270053,256524,526577
2,2003,273992,259134,533126
3,2003,272154,258693,530847
4,2003,268722,253762,522484
5,2003,266989,252885,519874
