Età,Anno,Totale femmine,Totale maschi,Totale
93,2050,8944,956,9900
94,2050,8944,956,9900
95,2050,8944,956,9900
96,2050,8944,956,9900
97,2050,8944,956,9900
98,2050,8926,956,9882
99,2050,8925,953,9878
100,2050,9326,953,10279
0,2051,29438,204019,233457
1,2051,29438,204123,233561
2,2051,29438,204528,233966
3,2051,29438,205320,234758
4,2051,29438,205320,234758
5,2051,29438,205320,234758
6,2051,29438,205320,234758
7,2051,29438,205320,234758
8,2051,29438,205320,234758
9,2051,29438,205320,234758
10,2051,29438,205320,234758
11,2051,29438,205320,234758
12,2051,29438,205320,234758
13,2051,29438,205320,234758
14,2051,29438,205320,234758
15,2051,29438,205320,234758
16,2051,29438,205320,234758
17,2051,29438,205320,234758
18,2051,29438,205320,234758
19,2051,29438,205320,234758
20,2051,29438,205320,234758
21,2051,29438,205320,234758
22,2051,29438,205320,234758
23,2051,29438,205320,234758
24,2051,29438,205320,234758
25,2051,29438,205320,234758
26,2051,29438,205320,234758
27,2051,29438,205320,234758
28,2051,29438,205320,234758
29,2051,29438,205320,234758
30,2051,29438,205320,234758
31,2051,29438,205320,234758
32,2051,29438,205320,234758
33,2051,29438,205320,234758
34,2051,29438,205320,234758
35,2051,29438,205320,234758
36,2051,29438,205320,234758
37,2051,29438,205320,234758
38,2051,29438,205320,234758
39,2051,29708,205320,235028
40,2051,29708,205320,235028
41,2051,29708,205320,235028
42,2051,29708,205320,235028
43,2051,29708,205320,235028
44,2051,29708,205320,235028
45,2051,29708,205320,235028
46,2051,29708,205320,235028
47,2051,29708,205320,235028
48,2051,29708,205320,235028
49,2051,29708,205320,235028
50,2051,29708,205320,235028
51,2051,29708,205320,235028
52,2051,29708,205320,235028
53,2051,29708,205320,235028
54,2051,29708,205320,235028
55,2051,29708,205320,235028
56,2051,29708,205320,235028
57,2051,29708,205320,235028
58,2051,29708,205320,235028
59,2051,29708,205320,235028
60,2051,29708,205320,235028
61,2051,29708,205320,235028
62,2051,29708,205320,235028
63,2051,29708,205320,235028
64,2051,29708,205320,235028
65,2051,29708,205320,235028
66,2051,29708,205320,235028
67,2051,29708,205320,235028
68,2051,29708,205320,235028
69,2051,29708,205320,235028
70,2051,29708,205758,235466
71,2051,29708,209890,239598
72,2051,29708,232254,261962
73,2051,29708,232497,262205
74,2051,29708,231884,261592
75,2051,29708,228876,258584
76,2051,29708,222749,252457
77,2051,29708,208800,238508
78,2051,29708,158294,188002
79,2051,29708,48710,78418
80,2051,29708,11777,41485
81,2051,29138,956,30094
82,2051,28924,956,29880
83,2051,28642,956,29598
84,2051,28367,956,29323
85,2051,8848,956,9804
86,2051,8848,956,9804
87,2051,8848,956,9804
88,2051,8848,956,9804
89,2051,8848,956,9804
90,2051,8848,956,9804
91,2051,8848,956,9804
92,2051,8848,956,9804
93,2051,8848,956,9804
94,2051,8848,956,9804
95,2051,8848,956,9804
96,2051,8848,956,9804
97,2051,8848,956,9804
98,2051,8817,956,9773
99,2051,8812,953,9765
100,2051,9256,953,10209
0,2052,29438,204019,233457
1,2052,29438,204123,233561
2,2052,29438,204528,233966
3,2052,29438,205320,234758
4,2052,29438,205320,234758
5,2052,29438,205320,234758
6,2052,29438,205320,234758
7,2052,29438,205320,234758
8,2052,29438,205320,234758
9,2052,29438,205320,234758
10,2052,29438,205320,234758
11,2052,29438,205320,234758
12,2052,29438,205320,234758
13,2052,29438,205320,234758
14,2052,29438,205320,234758
15,2052,29438,205320,234758
16,2052,29438,205320,234758
17,2052,29438,205320,234758
18,2052,29438,205320,234758
19,2052,29438,205320,234758
20,2052,29438,205320,234758
21,2052,29438,205320,234758
22,2052,29438,205320,234758
23,2052,29438,205320,234758
24,2052,29438,205320,234758
25,2052,29438,205320,234758
26,2052,29438,205320,234758
27,2052,29438,205320,234758
28,2052,29438,205320,234758
29,2052,29438,205320,234758
30,2052,29438,205320,234758
31,2052,29438,205320,234758
32,2052,29438,205320,234758
33,2052,29438,205320,234758
34,2052,29438,205320,234758
35,2052,29438,205320,234758
36,2052,29438,205320,234758
37,2052,29438,205320,234758
38,2052,29438,205320,234758
39,2052,29708,205320,235028
40,2052,29708,205320,235028
41,2052,29708,205320,235028
42,2052,29708,205320,235028
43,2052,29708,205320,235028
44,2052,29708,205320,235028
45,2052,29708,205320,235028
46,2052,29708,205320,235028
47,2052,29708,205320,235028
48,2052,29708,205320,235028
49,2052,29708,205320,235028
50,2052,29708,205320,235028
51,2052,29708,205320,235028
52,2052,29708,205320,235028
53,2052,29708,205320,235028
54,2052,29708,205320,235028
55,2052,29708,205320,235028
56,2052,29708,205320,235028
57,2052,29708,205320,235028
58,2052,29708,205320,235028
59,2052,29708,205320,235028
60,2052,29708,205320,235028
61,2052,29708,205320,235028
62,2052,29708,205320,235028
63,2052,29708,205320,235028
64,2052,29708,205320,235028
65,2052,29708,205320,235028
66,2052,29708,205320,235028
67,2052,29708,205320,235028
68,2052,29708,205320,235028
69,2052,29708,205320,235028
70,2052,29708,205758,235466
71,2052,29708,209890,239598
72,2052,29708,232254,261962
73,2052,29708,232497,262205
74,2052,29708,231884,261592
75,2052,29708,228876,258584
76,2052,29708,222749,252457
77,2052,29708,208800,238508
78,2052,29708,158294,188002
79,2052,29708,48710,78418
80,2052,29708,11777,41485
81,2052,29138,956,30094
82,2052,28924,956,29880
83,2052,28642,956,29598
84,2052,28367,956,29323
85,2052,8848,956,9804
86,2052,8848,956,9804
87,2052,8848,956,9804
88,2052,8848,956,9804
89,2052,8848,956,9804
90,2052,8848,956,9804
91,2052,8848,956,9804
92,2052,8848,956,9804
93,2052,8848,956,9804
94,2052,8848,956,9804
95,2052,8848,956,9804
96,2052,8848,956,9804
97,2052,8848,956,9804
98,2052,8817,956,9773
99,2052,8812,953,9765
100,2052,9256,953,10209
0,2053,29438,204019,233457
1,2053,29438,204123,233561
2,2053,29438,204528,233966
3,2053,29438,205320,234758
4,2053,29438,205320,234758
5,2053,29438,205320,234758
6,2053,29438,205320,234758
7,2053,29438,205320,234758
8,2053,29438,205320,234758
9,2053,29438,205320,234758
10,2053,29438,205320,234758
11,2053,29438,205320,234758
12,2053,29438,205320,234758
13,2053,29438,205320,234758
14,2053,29438,205320,234758
15,2053,29438,205320,234758
16,2053,29438,205320,234758
17,2053,29438,205320,234758
18,2053,29438,205320,234758
19,2053,29438,205320,234758
20,2053,29438,205320,234758
21,2053,29438,205320,234758
22,2053,29438,205320,234758
23,2053,29438,205320,234758
24,2053,29438,205320,234758
25,2053,29438,205320,234758
26,2053,29438,205320,234758
27,2053,29438,205320,234758
28,2053,29438,205320,234758
29,2053,29438,205320,234758
30,2053,29438,205320,234758
31,2053,29438,205320,234758
32,2053,29438,205320,234758
33,2053,29438,205320,234758
34,2053,29438,205320,234758
35,2053,29438,205320,234758
36,2053,29438,205320,234758
37,2053,29438,205320,234758
38,2053,29438,205320,234758
39,2053,29708,205320,235028
40,2053,29708,205320,235028
41,2053,29708,205320,235028
42,2053,29708,205320,235028
43,2053,29708,205320,235028
44,2053,29708,205320,235028
45,2053,29708,205320,235028
46,2053,29708,205320,235028
47,2053,29708,205320,235028
48,2053,29708,205320,235028
49,2053,29708,205320,235028
50,2053,29708,205320,235028
51,2053,29708,205320,235028
52,2053,29708,205320,235028
53,2053,29708,205320,235028
54,2053,29708,205320,235028
55,2053,29708,205320,235028
56,2053,29708,205320,235028
57,2053,29708,205320,235028
58,2053,29708,205320,235028
59,2053,29708,205320,235028
60,2053,29708,205320,235028
61,2053,29708,205320,235028
62,2053,29708,205320,235028
63,2053,29708,205320,235028
64,2053,29708,205320,235028
65,2053,29708,205320,235028
66,2053,29708,205320,235028
67,2053,29708,205320,235028
68,2053,29708,205320,235028
69,2053,29708,205320,235028
70,2053,29708,205758,235466
71,2053,29708,209890,239598
72,2053,29708,232254,261962
73,2053,29708,232497,262205
74,2053,29708,231884,261592
75,2053,29708,228876,258584
76,2053,29708,222749,252457
77,2053,29708,208800,238508
78,2053,29708,158294,188002
79,2053,29708,48710,78418
80,2053,29708,11777,41485
81,2053,29138,956,30094
82,2053,28924,956,29880
83,2053,28642,956,29598
84,2053,28367,956,29323
85,2053,8848,956,9804
86,2053,8848,956,9804
87,2053,8848,956,9804
88,2053,8848,956,9804
89,2053,8848,956,9804
90,2053,8848,956,9804
91,2053,8848,956,9804
92,2053,8848,956,9804
93,2053,8848,956,9804
94,2053,8848,956,9804
95,2053,8848,956,9804
96,2053,8848,956,9804
97,2053,8848,956,9804
98,2053,8817,956,9773
99,2053,8812,953,9765
100,2053,9256,953,10209
0,2054,29438,204019,233457
1,2054,29438,204123,233561
2,2054,29438,204528,233966
3,2054,29438,205320,234758
4,2054,29438,205320,234758
5,2054,29438,205320,234758
6,2054,29438,205320,234758
7,2054,29438,205320,234758
8,2054,29438,205320,234758
9,2054,29438,205320,234758
10,2054,29438,205320,234758
11,2054,29438,205320,234758
12,2054,29438,205320,234758
13,2054,29438,205320,234758
14,2054,29438,205320,234758
15,2054,29438,205320,234758
16,2054,29438,205320,234758
17,2054,29438,205320,234758
18,2054,29438,205320,234758
19,2054,29438,205320,234758
20,2054,29438,205320,234758
21,2054,29438,205320,234758
22,2054,29438,205320,234758
23,2054,29438,205320,234758
24,2054,29438,205320,234758
25,2054,29438,205320,234758
26,2054,29438,205320,234758
27,2054,29438,205320,234758
28,2054,29438,205320,234758
29,2054,29438,205320,234758
30,2054,29438,205320,234758
31,2054,29438,205320,234758
32,2054,29438,205320,234758
33,2054,29438,205320,234758
34,2054,29438,205320,234758
35,2054,29438,205320,234758
36,2054,29438,205320,234758
37,2054,29438,205320,234758
38,2054,29438,205320,234758
39,2054,29708,205320,235028
40,2054,29708,205320,235028
41,2054,29708,205320,235028
42,2054,29708,205320,235028
43,2054,29708,205320,235028
44,2054,29708,205320,235028
45,2054,29708,205320,235028
46,2054,29708,205320,235028
47,2054,29708,205320,235028
48,2054,29708,205320,235028
49,2054,29708,205320,235028
50,2054,29708,205320,235028
51,2054,29708,205320,235028
52,2054,29708,205320,235028
53,2054,29708,205320,235028
54,2054,29708,205320,235028
55,2054,29708,205320,235028
56,2054,29708,205320,235028
57,2054,29708,205320,235028
58,2054,29708,205320,235028
59,2054,29708,205320,235028
60,2054,29708,205320,235028
61,2054,29708,205320,235028
62,2054,29708,205320,235028
63,2054,29708,205320,235028
64,2054,29708,205320,235028
65,2054,29708,205320,235028
66,2054,29708,205320,235028
67,2054,29708,205320,235028
68,2054,29708,205320,235028
69,2054,29708,205320,235028
70,2054,29708,205758,235466
71,2054,29708,209890,239598
72,2054,29708,232254,261962
73,2054,29708,232497,262205
74,2054,29708,231884,261592
75,2054,29708,228876,258584
76,2054,29708,222749,252457
77,2054,29708,208800,238508
78,2054,29708,158294,188002
79,2054,29708,48710,78418
80,2054,29708,11777,41485
81,2054,29138,956,30094
82,2054,28924,956,29880
83,2054,28642,956,29598
84,2054,28367,956,29323
85,2054,8848,956,9804
86,2054,8848,956,9804
87,2054,8848,956,9804
88,2054,8848,956,9804
89,2054,8848,956,9804
90,2054,8848,956,9804
91,2054,8848,956,9804
92,2054,8848,956,9804
93,2054,8848,956,9804
94,2054,8848,956,9804
95,2054,8848,956,9804
96,2054,8848,956,9804
97,2054,8848,956,9804
98,2054,8817,956,9773
99,2054,8812,953,9765
100,2054,9256,953,10209
0,2055,29428,204019,233447
1,2055,29428,204123,233551
2,2055,29428,204528,233956
3,2055,29428,205320,234748
4,2055,29428,205320,234748
5,2055,29428,205320,234748
6,2055,29428,205320,234748
7,2055,29428,205320,234748
8,2055,29428,205320,234748
9,2055,29428,205320,234748
10,2055,29428,205320,234748
11,2055,29428,205320,234748
12,2055,29428,205320,234748
13,2055,29428,205320,234748
14,2055,29428,205320,234748
15,2055,29428,205320,234748
16,2055,29428,205320,234748
17,2055,29428,205320,234748
18,2055,29428,205320,234748
19,2055,29428,205320,234748
20,2055,29428,205320,234748
21,2055,29428,205320,234748
22,2055,29428,205320,234748
23,2055,29428,205320,234748
24,2055,29428,205320,234748
25,2055,29428,205320,234748
26,2055,29428,205320,234748
27,2055,29428,205320,234748
28,2055,29428,205320,234748
29,2055,29428,205320,234748
30,2055,29428,205320,234748
31,2055,29428,205320,234748
32,2055,29428,205320,234748
33,2055,29428,205320,234748
34,2055,29428,205320,234748
35,2055,29428,205320,234748
36,2055,29428,205320,234748
37,2055,29428,205320,234748
38,2055,29428,205320,234748
39,2055,29698,205320,235018
40,2055,29698,205320,235018
41,2055,29698,205320,235018
42,2055,29698,205320,235018
43,2055,29698,205320,235018
44,2055,29698,205320,235018
45,2055,29698,205320,235018
46,2055,29698,205320,235018
47,2055,29698,205320,235018
48,2055,29698,205320,235018
49,2055,29698,205320,235018
50,2055,29698,205320,235018
51,2055,29698,205320,235018
52,2055,29698,205320,235018
53,2055,29698,205320,235018
54,2055,29698,205320,235018
55,2055,29698,205320,235018
56,2055,29698,205320,235018
57,2055,29698,205320,235018
58,2055,29698,205320,235018
59,2055,29698,205320,235018
60,2055,29698,205320,235018
61,2055,29698,205320,235018
62,2055,29698,205320,235018
63,2055,29698,205320,235018
64,2055,29698,205320,235018
65,2055,29698,205320,235018
66,2055,29698,205320,235018
67,2055,29698,205320,235018
68,2055,29698,205320,235018
69,2055,29698,205320,235018
70,2055,29698,205758,235456
71,2055,29698,209890,239588
72,2055,29698,232254,261952
73,2055,29698,232497,262195
74,2055,29698,231884,261582
75,2055,29698,228876,258574
76,2055,29698,222749,252447
77,2055,29698,208800,238498
78,2055,29698,158294,187992
79,2055,29698,48710,78408
80,2055,29698,11777,41475
81,2055,29131,956,30087
82,2055,28917,956,29873
83,2055,28635,956,29591
84,2055,28360,956,29316
85,2055,8840,956,9796
86,2055,8840,956,9796
87,2055,8840,956,9796
88,2055,8840,956,9796
89,2055,8840,956,9796
90,2055,8840,956,9796
91,2055,8840,956,9796
92,2055,8840,956,9796
93,2055,8840,956,9796
94,2055,8840,956,9796
95,2055,8840,956,9796
96,2055,8840,956,9796
97,2055,8840,956,9796
98,2055,8806,956,9762
99,2055,8800,953,9753
100,2055,9252,953,10205
0,2056,29428,204019,233447
1,2056,29428,204123,233551
2,2056,29428,204528,233956
3,2056,29428,205320,234748
4,2056,29428,205320,234748
5,2056,29428,205320,234748
6,2056,29428,205320,234748
7,2056,29428,205320,234748
8,2056,29428,205320,234748
9,2056,29428,205320,234748
10,2056,29428,205320,234748
11,2056,29428,205320,234748
12,2056,29428,205320,234748
13,2056,29428,205320,234748
14,2056,29428,205320,234748
15,2056,29428,205320,234748
16,2056,29428,205320,234748
17,2056,29428,205320,234748
18,2056,29428,205320,234748
19,2056,29428,205320,234748
20,2056,29428,205320,234748
21,2056,29428,205320,234748
22,2056,29428,205320,234748
23,2056,29428,205320,234748
24,2056,29428,205320,234748
25,2056,29428,205320,234748
26,2056,29428,205320,234748
27,2056,29428,205320,234748
28,2056,29428,205320,234748
29,2056,29428,205320,234748
30,2056,29428,205320,234748
31,2056,29428,205320,234748
32,2056,29428,205320,234748
33,2056,29428,205320,234748
34,2056,29428,205320,234748
35,2056,29428,205320,234748
36,2056,29428,205320,234748
37,2056,29428,205320,234748
38,2056,29428,205320,234748
39,2056,29698,205320,235018
40,2056,29698,205320,235018
41,2056,29698,205320,235018
42,2056,29698,205320,235018
43,2056,29698,205320,235018
44,2056,29698,205320,235018
45,2056,29698,205320,235018
46,2056,29698,205320,235018
47,2056,29698,205320,235018
48,2056,29698,205320,235018
49,2056,29698,205320,235018
50,2056,29698,205320,235018
51,2056,29698,205320,235018
52,2056,29698,205320,235018
53,2056,29698,205320,235018
54,2056,29698,205320,235018
55,2056,29698,205320,235018
56,2056,29698,205320,235018
57,2056,29698,205320,235018
58,2056,29698,205320,235018
59,2056,29698,205320,235018
60,2056,29698,205320,235018
61,2056,29698,205320,235018
62,2056,29698,205320,235018
63,2056,29698,205320,235018
64,2056,29698,205320,235018
65,2056,29698,205320,235018
66,2056,29698,205320,235018
67,2056,29698,205320,235018
68,2056,29698,205320,235018
69,2056,29698,205320,235018
70,2056,29698,205758,235456
71,2056,29698,209890,239588
72,2056,29698,232254,261952
73,2056,29698,232497,262195
74,2056,29698,231884,261582
75,2056,29698,228876,258574
76,2056,29698,222749,252447
77,2056,29698,208800,238498
78,2056,29698,158294,187992
79,2056,29698,48710,78408
80,2056,29698,11777,41475
81,2056,29131,956,30087
82,2056,28917,956,29873
83,2056,28635,956,29591
84,2056,28360,956,29316
85,2056,8840,956,9796
86,2056,8840,956,9796
87,2056,8840,956,9796
88,2056,8840,956,9796
89,2056,8840,956,9796
90,2056,8840,956,9796
91,2056,8840,956,9796
92,2056,8840,956,9796
93,2056,8840,956,9796
94,2056,8840,956,9796
95,2056,8840,956,9796
96,2056,8840,956,9796
97,2056,8840,956,9796
98,2056,8806,956,9762
99,2056,8800,953,9753
100,2056,9252,953,10205
0,2057,29428,204019,233447
1,2057,29428,204123,233551
2,2057,29428,204528,233956
3,2057,29428,205320,234748
4,2057,29428,205320,234748
5,2057,29428,205320,234748
6,2057,29428,205320,234748
7,2057,29428,205320,234748
8,2057,29428,205320,234748
9,2057,29428,205320,234748
10,2057,29428,205320,234748
11,2057,29428,205320,234748
12,2057,29428,205320,234748
13,2057,29428,205320,234748
14,2057,29428,205320,234748
15,2057,29428,205320,234748
16,2057,29428,205320,234748
17,2057,29428,205320,234748
18,2057,29428,205320,234748
19,2057,29428,205320,234748
20,2057,29428,205320,234748
21,2057,29428,205320,234748
22,2057,29428,205320,234748
23,2057,29428,205320,234748
24,2057,29428,205320,234748
25,2057,29428,205320,234748
26,2057,29428,205320,234748
27,2057,29428,205320,234748
28,2057,29428,205320,234748
29,2057,29428,205320,234748
30,2057,29428,205320,234748
31,2057,29428,205320,234748
32,2057,29428,205320,234748
33,2057,29428,205320,234748
34,2057,29428,205320,234748
35,2057,29428,205320,234748
36,2057,29428,205320,234748
37,2057,29428,205320,234748
38,2057,29428,205320,234748
39,2057,29698,205320,235018
40,2057,29698,205320,235018
41,2057,29698,205320,235018
42,2057,29698,205320,235018
43,2057,29698,205320,235018
44,2057,29698,205320,235018
45,2057,29698,205320,235018
46,2057,29698,205320,235018
47,2057,29698,205320,235018
48,2057,29698,205320,235018
49,2057,29698,205320,235018
50,2057,29698,205320,235018
51,2057,29698,205320,235018
52,2057,29698,205320,235018
53,2057,29698,205320,235018
54,2057,29698,205320,235018
55,2057,29698,205320,235018
56,2057,29698,205320,235018
57,2057,29698,205320,235018
58,2057,29698,205320,235018
59,2057,29698,205320,235018
60,2057,29698,205320,235018
61,2057,29698,205320,235018
62,2057,29698,205320,235018
63,2057,29698,205320,235018
64,2057,29698,205320,235018
65,2057,29698,205320,235018
66,2057,29698,205320,235018
67,2057,29698,205320,235018
68,2057,29698,205320,235018
69,2057,29698,205320,235018
70,2057,29698,205758,235456
71,2057,29698,209890,239588
72,2057,29698,232254,261952
73,2057,29698,232497,262195
74,2057,29698,231884,261582
75,2057,29698,228876,258574
76,2057,29698,222749,252447
77,2057,29698,208800,238498
78,2057,29698,158294,187992
79,2057,29698,48710,78408
80,2057,29698,11777,41475
81,2057,29131,956,30087
82,2057,28917,956,29873
83,2057,28635,956,29591
84,2057,28360,956,29316
85,2057,8840,956,9796
86,2057,8840,956,9796
87,2057,8840,956,9796
88,2057,8840,956,9796
89,2057,8840,956,9796
90,2057,8840,956,9796
91,2057,8840,956,9796
92,2057,8840,956,9796
93,2057,8840,956,9796
94,2057,8840,956,9796
95,2057,8840,956,9796
96,2057,8840,956,9796
97,2057,8840,956,9796
98,2057,8806,956,9762
99,2057,8800,953,9753
100,2057,9252,953,10205
0,2058,29428,204019,233447
1,2058,29428,204123,233551
2,2058,29428,204528,233956
3,2058,29428,205320,234748
4,2058,29428,205320,234748
5,2058,29428,205320,234748
6,2058,29428,205320,234748
7,2058,29428,205320,234748
8,2058,29428,205320,234748
9,2058,29428,205320,234748
10,2058,29428,205320,234748
11,2058,29428,205320,234748
12,2058,29428,205320,234748
13,2058,29428,205320,234748
14,2058,29428,205320,234748
15,2058,29428,205320,234748
16,2058,29428,205320,234748
17,2058,29428,205320,234748
18,2058,29428,205320,234748
19,2058,29428,205320,234748
20,2058,29428,205320,234748
21,2058,29428,205320,234748
22,2058,29428,205320,234748
23,2058,29428,205320,234748
24,2058,29428,205320,234748
25,2058,29428,205320,234748
26,2058,29428,205320,234748
27,2058,29428,205320,234748
28,2058,29428,205320,234748
29,2058,29428,205320,234748
30,2058,29428,205320,234748
31,2058,29428,205320,234748
32,2058,29428,205320,234748
33,2058,29428,205320,234748
34,2058,29428,205320,234748
35,2058,29428,205320,234748
36,2058,29428,205320,234748
37,2058,29428,205320,234748
38,2058,29428,205320,234748
39,2058,29698,205320,235018
40,2058,29698,205320,235018
41,2058,29698,205320,235018
42,2058,29698,205320,235018
43,2058,29698,205320,235018
44,2058,29698,205320,235018
45,2058,29698,205320,235018
46,2058,29698,205320,235018
47,2058,29698,205320,235018
48,2058,29698,205320,235018
49,2058,29698,205320,235018
50,2058,29698,205320,235018
51,2058,29698,205320,235018
52,2058,29698,205320,235018
53,2058,29698,205320,235018
54,2058,29698,205320,235018
55,2058,29698,205320,235018
56,2058,29698,205320,235018
57,2058,29698,205320,235018
58,2058,29698,205320,235018
59,2058,29698,205320,235018
60,2058,29698,205320,235018
61,2058,29698,205320,235018
62,2058,29698,205320,235018
63,2058,29698,205320,235018
64,2058,29698,205320,235018
65,2058,29698,205320,235018
66,2058,29698,205320,235018
67,2058,29698,205320,235018
68,2058,29698,205320,235018
69,2058,29698,205320,235018
70,2058,29698,205758,235456
71,2058,29698,209890,239588
72,2058,29698,232254,261952
73,2058,29698,232497,262195
74,2058,29698,231884,261582
75,2058,29698,228876,258574
76,2058,29698,222749,252447
77,2058,29698,208800,238498
78,2058,29698,158294,187992
79,2058,29698,48710,78408
80,2058,29698,11777,41475
81,2058,29131,956,30087
82,2058,28917,956,29873
83,2058,28635,956,29591
84,2058,28360,956,29316
85,2058,8840,956,9796
86,2058,8840,956,9796
87,2058,8840,956,9796
88,2058,8840,956,9796
89,2058,8840,956,9796
90,2058,8840,956,9796
91,2058,8840,956,9796
92,2058,8840,956,9796
93,2058,8840,956,9796
94,2058,8840,956,9796
95,2058,8840,956,9796
96,2058,8840,956,9796
97,2058,8840,956,9796
98,2058,8806,956,9762
99,2058,8800,953,9753
100,2058,9252,953,10205
0,2059,29428,204019,233447
1,2059,29428,204123,233551
2,2059,29428,204528,233956
3,2059,29428,205320,234748
4,2059,29428,205320,234748
5,2059,29428,205320,234748
6,2059,29428,205320,234748
7,2059,29428,205320,234748
8,2059,29428,205320,234748
9,2059,29428,205320,234748
10,2059,29428,205320,234748
11,2059,29428,205320,234748
12,2059,29428,205320,234748
13,2059,29428,205320,234748
14,2059,29428,205320,234748
15,2059,29428,205320,234748
16,2059,29428,205320,234748
17,2059,29428,205320,234748
18,2059,29428,205320,234748
19,2059,29428,205320,234748
20,2059,29428,205320,234748
21,2059,29428,205320,234748
22,2059,29428,205320,234748
23,2059,29428,205320,234748
24,2059,29428,205320,234748
25,2059,29428,205320,234748
26,2059,29428,205320,234748
27,2059,29428,205320,234748
28,2059,29428,205320,234748
29,2059,29428,205320,234748
30,2059,29428,205320,234748
31,2059,29428,205320,234748
32,2059,29428,205320,234748
33,2059,29428,205320,234748
34,2059,29428,205320,234748
35,2059,29428,205320,234748
36,2059,29428,205320,234748
37,2059,29428,205320,234748
38,2059,29428,205320,234748
39,2059,29698,205320,235018
40,2059,29698,205320,235018
41,2059,29698,205320,235018
42,2059,29698,205320,235018
43,2059,29698,205320,235018
44,2059,29698,205320,235018
45,2059,29698,205320,235018
46,2059,29698,205320,235018
47,2059,29698,205320,235018
48,2059,29698,205320,235018
49,2059,29698,205320,235018
50,2059,29698,205320,235018
51,2059,29698,205320,235018
52,2059,29698,205320,235018
53,2059,29698,205320,235018
54,2059,29698,205320,235018
55,2059,29698,205320,235018
56,2059,29698,205320,235018
57,2059,29698,205320,235018
58,2059,29698,205320,235018
59,2059,29698,205320,235018
60,2059,29698,205320,235018
61,2059,29698,205320,235018
62,2059,29698,205320,235018
63,2059,29698,205320,235018
64,2059,29698,205320,235018
65,2059,29698,205320,235018
66,2059,29698,205320,235018
67,2059,29698,205320,235018
68,2059,29698,205320,235018
69,2059,29698,205320,235018
70,2059,29698,205758,235456
71,2059,29698,209890,239588
72,2059,29698,232254,261952
73,2059,29698,232497,262195
74,2059,29698,231884,261582
75,2059,29698,228876,258574
76,2059,29698,222749,252447
77,2059,29698,208800,238498
78,2059,29698,158294,187992
79,2059,29698,48710,78408
80,2059,29698,11777,41475
81,2059,29131,956,30087
82,2059,28917,956,29873
83,2059,28635,956,29591
84,2059,28360,956,29316
85,2059,8840,956,9796
86,2059,8840,956,9796
87,2059,8840,956,9796
88,2059,8840,956,9796
89,2059,8840,956,9796
90,2059,8840,956,9796
91,2059,8840,956,9796
92,2059,8840,956,9796
93,2059,8840,956,9796
94,2059,8840,956,9796
95,2059,8840,956,9796
96,2059,8840,956,9796
97,2059,8840,956,9796
98,2059,8806,956,9762
99,2059,8800,953,9753
100,2059,9252,953,10205
0,2060,29428,204019,233447
1,2060,29428,204123,233551
2,2060,29428,204528,233956
3,2060,29428,205320,234748
4,2060,29428,205320,234748
5,2060,29428,205320,234748
6,2060,29428,205320,234748
7,2060,29428,205320,234748
8,2060,29428,205320,234748
9,2060,29428,205320,234748
10,2060,29428,205320,234748
11,2060,29428,205320,234748
12,2060,29428,205320,234748
13,2060,29428,205320,234748
14,2060,29428,205320,234748
15,2060,29428,205320,234748
16,2060,29428,205320,234748
17,2060,29428,205320,234748
18,2060,29428,205320,234748
19,2060,29428,205320,234748
20,2060,29428,205320,234748
21,2060,29428,205320,234748
22,2060,29428,205320,234748
23,2060,29428,205320,234748
24,2060,29428,205320,234748
25,2060,29428,205320,234748
26,2060,29428,205320,234748
27,2060,29428,205320,234748
28,2060,29428,205320,234748
29,2060,29428,205320,234748
30,2060,29428,205320,234748
31,2060,29428,205320,234748
32,2060,29428,205320,234748
33,2060,29428,205320,234748
34,2060,29428,205320,234748
35,2060,29428,205320,234748
36,2060,29428,205320,234748
37,2060,29428,205320,234748
38,2060,29428,205320,234748
39,2060,29698,205320,235018
40,2060,29698,205320,235018
41,2060,29698,205320,235018
42,2060,29698,205320,235018
43,2060,29698,205320,235018
44,2060,29698,205320,235018
45,2060,29698,205320,235018
46,2060,29698,205320,235018
47,2060,29698,205320,235018
48,2060,29698,205320,235018
49,2060,29698,205320,235018
50,2060,29698,205320,235018
51,2060,29698,205320,235018
52,2060,29698,205320,235018
53,2060,29698,205320,235018
54,2060,29698,205320,235018
55,2060,29698,205320,235018
56,2060,29698,205320,235018
57,2060,29698,205320,235018
58,2060,29698,205320,235018
59,2060,29698,205320,235018
60,2060,29698,205320,235018
61,2060,29698,205320,235018
62,2060,29698,205320,235018
63,2060,29698,205320,235018
64,2060,29698,205320,235018
65,2060,29698,205320,235018
66,2060,29698,205320,235018
67,2060,29698,205320,235018
68,2060,29698,205320,235018
69,2060,29698,205320,235018
70,2060,29698,205758,235456
71,2060,29698,209890,239588
72,2060,29698,232254,261952
73,2060,29698,232497,262195
74,2060,29698,231884,261582
75,2060,29698,228876,258574
76,2060,29698,222749,252447
77,2060,29698,208800,238498
78,2060,29698,158294,187992
79,2060,29698,48710,78408
80,2060,29698,11777,41475
81,2060,29131,956,30087
82,2060,28917,956,29873
83,2060,28635,956,29591
84,2060,28360,956,29316
85,2060,8840,956,9796
86,2060,8840,956,9796
87,2060,8840,956,9796
88,2060,8840,956,9796
89,2060,8840,956,9796
90,2060,8840,956,9796
91,2060,8840,956,9796
92,2060,8840,956,9796
93,2060,8840,956,9796
94,2060,8840,956,9796
