"Popolazione residente per età, sesso e stato civile al 1° gennaio 2024"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"05";"Veneto";7;20121;0;0;0;0;0;0;20121;18938;0;0;0;0;0;0;18938;39059
"05";"Veneto";8;20596;0;0;0;0;0;0;20596;19610;0;0;0;0;0;0;19610;40206
"05";"Veneto";9;21182;0;0;0;0;0;0;21182;20262;0;0;0;0;0;0;20262;41444
"05";"Veneto";10;21829;0;0;0;0;0;0;21829;20582;0;0;0;0;0;0;20582;42411
"05";"Veneto";11;22840;0;0;0;0;0;0;22840;21541;0;0;0;0;0;0;21541;44381
"05";"Veneto";12;23106;0;0;0;0;0;0;23106;22025;0;0;0;0;0;0;22025;45131
"05";"Veneto";13;24003;0;0;0;0;0;0;24003;22488;0;0;0;0;0;0;22488;46491
"05";"Veneto";14;24372;0;0;0;0;0;0;24372;22853;0;0;0;0;0;0;22853;47225
"05";"Veneto";15;24792;0;0;0;0;0;0;24792;23411;0;0;0;0;0;0;23411;48203
"05";"Veneto";16;24480;0;1;0;0;0;0;24481;23205;0;0;0;0;0;0;23205;47686
"05";"Veneto";17;24588;0;0;0;0;0;0;24588;23152;0;0;0;0;0;0;23152;47740
"05";"Veneto";18;24829;2;0;0;0;0;0;24831;22879;16;0;0;0;0;0;22895;47726
"05";"Veneto";19;25356;8;1;0;0;0;0;25365;23183;71;0;0;1;0;0;23255;48620
"05";"Veneto";20;24809;11;1;2;0;0;0;24823;22751;173;0;0;0;0;0;22924;47747
"05";"Veneto";21;24726;42;0;0;1;0;0;24769;22238;338;4;0;1;0;0;22581;47350
"05";"Veneto";22;24879;91;11;0;1;0;0;24982;21973;572;13;0;2;0;0;22560;47542
"05";"Veneto";23;25751;204;14;0;2;0;0;25971;22831;920;20;0;2;0;0;23773;49744
"05";"Veneto";24;25423;319;12;1;3;0;0;25758;22259;1375;39;2;5;0;0;23680;49438
"05";"Veneto";25;25756;590;28;1;7;0;0;26382;21806;1868;38;3;7;0;0;23722;50104
"05";"Veneto";26;25160;860;35;1;9;0;0;26065;21195;2481;52;3;6;2;0;23739;49804
"05";"Veneto";27;24595;1297;40;2;6;0;0;25940;20218;3166;74;3;11;2;0;23474;49414
"05";"Veneto";28;23674;2013;58;1;25;2;0;25773;18710;4279;91;10;15;2;0;23107;48880
"05";"Veneto";29;22800;2570;59;2;13;0;0;25444;17981;5357;122;8;24;1;0;23493;48937
"05";"Veneto";30;21708;3478;81;0;25;1;0;25293;17266;6598;163;11;20;0;0;24058;49351
"05";"Veneto";31;21797;4577;108;1;17;2;0;26502;16439;7978;218;17;29;3;1;24685;51187
"05";"Veneto";32;20254;5569;135;26;18;2;0;26004;15452;9145;261;30;30;0;0;24918;50922
"05";"Veneto";33;19720;6793;184;12;40;5;0;26754;14453;10225;335;46;34;1;0;25094;51848
"05";"Veneto";34;18066;7801;192;14;41;2;0;26116;13483;11277;479;32;45;4;0;25320;51436
"05";"Veneto";35;17471;8930;283;22;44;3;0;26753;12798;12569;556;54;40;7;0;26024;52777
"05";"Veneto";36;15894;9715;304;35;39;2;0;25989;11555;12774;619;50;62;4;0;25064;51053
"05";"Veneto";37;14984;10359;365;28;62;2;0;25800;10980;13845;795;103;34;1;0;25758;51558
"05";"Veneto";38;15032;11480;464;28;46;2;0;27052;10869;14932;943;119;47;3;1;26914;53966
"05";"Veneto";39;14176;12265;520;21;45;4;0;27031;10337;15467;1037;124;26;0;0;26991;54022
"05";"Veneto";40;13802;13328;634;36;51;1;0;27852;9805;16044;1148;172;35;2;0;27206;55058
"05";"Veneto";41;13447;14150;738;36;34;3;0;28408;9716;17172;1406;183;34;0;0;28511;56919
"05";"Veneto";42;13102;15022;894;98;43;2;1;29162;9427;17542;1563;292;37;2;0;28863;58025
"05";"Veneto";43;13113;16028;1072;85;42;4;0;30344;8889;18287;1749;287;41;0;1;29254;59598
"05";"Veneto";44;12971;16818;1210;100;45;4;2;31150;9077;19502;1985;309;33;5;0;30911;62061
"05";"Veneto";45;13632;18029;1402;109;59;1;1;33233;9524;20755;2316;354;19;3;0;32971;66204
"05";"Veneto";46;13367;19079;1540;93;60;2;0;34141;9323;21990;2545;464;23;2;0;34347;68488
"05";"Veneto";47;13648;20358;1815;123;55;2;0;36001;8910;23185;2912;524;22;0;0;35553;71554
"05";"Veneto";48;13502;21897;2091;139;61;3;1;37694;8987;24473;3183;614;36;1;0;37294;74988
"05";"Veneto";49;13702;23723;2346;148;51;0;1;39971;9237;26219;3374;721;31;0;0;39582;79553
"05";"Veneto";50;12947;23985;2608;185;51;2;0;39778;8583;26402;3621;730;36;1;0;39373;79151
"05";"Veneto";51;12447;25061;2729;243;62;1;1;40544;8298;26705;3767;836;29;2;0;39637;80181
"05";"Veneto";52;11968;25615;2890;211;52;3;1;40740;7881;27746;3899;963;30;2;1;40522;81262
"05";"Veneto";53;11140;26319;3031;266;52;1;0;40809;7301;27787;4125;1049;19;1;0;40282;81091
"05";"Veneto";54;10391;27672;3406;285;61;2;2;41819;7020;28880;4138;1267;23;0;0;41328;83147
"05";"Veneto";55;9713;27595;3234;293;44;0;1;40880;6690;28876;4137;1400;7;0;1;41111;81991
"05";"Veneto";56;9096;28420;3370;364;47;0;4;41301;6374;29120;4217;1500;18;3;0;41232;82533
"05";"Veneto";57;8534;28981;3477;443;52;1;0;41488;5949;29820;4186;1668;21;2;0;41646;83134
"05";"Veneto";58;7867;29432;3634;506;56;0;0;41495;5599;29698;4272;1922;26;0;1;41518;83013
"05";"Veneto";59;7236;29808;3671;535;31;1;0;41282;5387;30402;4256;2151;7;1;0;42204;83486
"05";"Veneto";60;6474;28305;3394;513;36;0;0;38722;4712;28602;3798;2226;18;0;0;39356;78078
"05";"Veneto";61;5626;27589;3130;640;51;0;0;37036;4343;27367;3538;2532;12;1;0;37793;74829
"05";"Veneto";62;5275;26979;2899;690;44;1;0;35888;3981;26757;3453;2863;13;0;0;37067;72955
"05";"Veneto";63;4590;25889;2542;736;46;1;1;33805;3418;25301;3069;3120;11;2;1;34922;68727
"05";"Veneto";64;4240;25649;2521;792;39;0;0;33241;3297;25120;2756;3366;8;0;0;34547;67788
"05";"Veneto";65;3757;24060;2245;782;33;0;0;30877;2865;23647;2456;3575;6;0;0;32549;63426
"05";"Veneto";66;3466;23619;2014;893;31;0;0;30023;2743;22569;2364;3943;12;1;0;31632;61655
"05";"Veneto";67;3138;23087;1887;961;22;0;1;29096;2565;22164;2190;4340;4;0;0;31263;60359
"05";"Veneto";68;2765;22285;1665;1037;21;0;1;27774;2276;21243;1977;4572;8;1;0;30077;57851
"05";"Veneto";69;2693;21844;1581;1161;23;0;1;27303;2085;20403;1892;4903;2;0;0;29285;56588
"05";"Veneto";70;2332;21303;1331;1206;20;0;0;26192;1871;19488;1694;5181;4;0;0;28238;54430
"05";"Veneto";71;2203;20531;1238;1324;25;0;0;25321;1823;18989;1481;5611;3;0;0;27907;53228
"05";"Veneto";72;2057;20264;1127;1397;26;0;2;24873;1635;18213;1422;5832;5;0;1;27108;51981
"05";"Veneto";73;2069;20535;1061;1506;10;0;2;25183;1665;18712;1371;6770;4;0;0;28522;53705
"05";"Veneto";74;1851;20275;961;1665;13;1;2;24768;1590;17524;1192;7416;2;0;0;27724;52492
"05";"Veneto";75;1870;20248;904;1844;13;0;2;24881;1608;17461;1183;8327;2;0;0;28581;53462
"05";"Veneto";76;1668;19243;751;2010;13;0;0;23685;1583;15970;1129;9008;1;0;0;27691;51376
"05";"Veneto";77;1781;20244;787;2289;10;1;1;25113;1628;16549;1012;10509;3;0;0;29701;54814
"05";"Veneto";78;1089;13195;501;1720;7;0;0;16512;1114;10553;715;7843;3;0;0;20228;36740
"05";"Veneto";79;1276;14830;497;2040;8;0;0;18651;1269;11209;637;9853;0;0;0;22968;41619
"05";"Veneto";80;1199;14285;410;2260;4;0;2;18160;1312;10599;661;10591;0;0;0;23163;41323
"05";"Veneto";81;1164;13003;386;2307;8;0;1;16869;1316;9328;620;10929;1;0;0;22194;39063
"05";"Veneto";82;1095;12284;332;2396;7;0;0;16114;1268;7987;499;11544;0;0;1;21299;37413
"05";"Veneto";83;1036;11984;293;2689;4;0;0;16006;1276;7604;458;12738;1;0;0;22077;38083
"05";"Veneto";84;896;11176;217;2654;0;0;1;14944;1248;6236;412;12752;0;0;0;20648;35592
"05";"Veneto";85;794;9206;182;2563;2;0;0;12747;1176;5044;346;12785;0;0;0;19351;32098
"05";"Veneto";86;606;7525;155;2400;1;0;0;10687;1065;3636;273;11725;0;0;0;16699;27386
"05";"Veneto";87;534;5833;107;2115;1;0;0;8590;972;2665;183;10863;0;0;0;14683;23273
"05";"Veneto";88;435;5182;89;2031;1;0;0;7738;889;2036;178;10550;0;0;0;13653;21391
"05";"Veneto";89;360;4196;77;1890;0;0;0;6523;830;1548;136;9735;0;0;0;12249;18772
"05";"Veneto";90;271;2985;49;1526;0;0;0;4831;747;945;127;8152;0;0;0;9971;14802
"05";"Veneto";91;225;2204;37;1401;0;0;0;3867;649;690;87;7421;0;0;0;8847;12714
"05";"Veneto";92;159;1681;21;1175;0;0;0;3036;564;487;56;6354;0;0;0;7461;10497
"05";"Veneto";93;142;1157;18;957;0;0;0;2274;525;313;56;5514;0;0;0;6408;8682
"05";"Veneto";94;97;776;13;691;0;0;0;1577;367;169;41;4026;0;0;0;4603;6180
"05";"Veneto";95;62;497;10;553;0;0;0;1122;302;117;18;3294;0;0;0;3731;4853
"05";"Veneto";96;42;333;8;429;0;0;0;812;267;68;14;2571;0;0;0;2920;3732
"05";"Veneto";97;22;184;5;284;0;0;0;495;163;38;17;1808;0;0;0;2026;2521
"05";"Veneto";98;12;96;1;181;0;0;0;290;146;17;6;1262;0;0;0;1431;1721
"05";"Veneto";99;11;54;1;125;0;0;0;191;89;14;7;799;0;0;0;909;1100
"05";"Veneto";100;8;57;2;147;0;0;0;214;170;14;6;1306;0;0;0;1496;1710
"05";"Veneto";999;1156616;1084966;84137;60475;1972;64;32;2388262;970647;1093427;112188;286530;1091;62;9;2463954;4852216
