"Popolazione residente per età, sesso e stato civile al 1° gennaio 2024"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"04";"Trentino-Alto Adige/Südtirol";71;598;4029;319;242;1;0;0;5189;496;3650;332;1165;0;0;0;5643;10832
"04";"Trentino-Alto Adige/Südtirol";72;566;3970;292;242;2;0;0;5072;432;3399;342;1211;0;0;0;5384;10456
"04";"Trentino-Alto Adige/Südtirol";73;560;3929;290;265;3;0;0;5047;477;3444;337;1351;2;0;0;5611;10658
"04";"Trentino-Alto Adige/Südtirol";74;500;3796;235;340;2;0;0;4873;423;3157;302;1414;0;0;0;5296;10169
"04";"Trentino-Alto Adige/Südtirol";75;486;3846;228;345;1;0;1;4907;404;3153;268;1586;1;0;0;5412;10319
"04";"Trentino-Alto Adige/Südtirol";76;452;3531;196;379;2;0;0;4560;395;3008;264;1692;0;0;0;5359;9919
"04";"Trentino-Alto Adige/Südtirol";77;434;3725;163;416;0;0;0;4738;471;3073;258;1933;0;0;0;5735;10473
"04";"Trentino-Alto Adige/Südtirol";78;267;2620;125;336;2;0;1;3351;291;1986;185;1531;0;0;0;3993;7344
"04";"Trentino-Alto Adige/Südtirol";79;305;2903;126;384;0;0;0;3718;363;2214;160;1885;1;0;0;4623;8341
"04";"Trentino-Alto Adige/Südtirol";80;330;2908;98;451;2;0;0;3789;368;2193;168;2031;0;0;0;4760;8549
"04";"Trentino-Alto Adige/Südtirol";81;303;2757;147;424;0;0;0;3631;353;1886;149;2253;0;0;0;4641;8272
"04";"Trentino-Alto Adige/Südtirol";82;296;2554;111;472;0;0;0;3433;336;1771;133;2328;0;0;0;4568;8001
"04";"Trentino-Alto Adige/Südtirol";83;283;2244;76;473;0;0;0;3076;343;1455;124;2381;0;0;0;4303;7379
"04";"Trentino-Alto Adige/Südtirol";84;255;2097;55;478;0;0;0;2885;334;1203;104;2439;0;0;0;4080;6965
"04";"Trentino-Alto Adige/Südtirol";85;188;1772;48;477;0;0;0;2485;343;998;72;2234;0;0;0;3647;6132
"04";"Trentino-Alto Adige/Südtirol";86;157;1501;41;416;0;0;0;2115;289;724;61;2086;0;0;0;3160;5275
"04";"Trentino-Alto Adige/Südtirol";87;145;1210;30;378;0;0;0;1763;264;592;50;1974;0;0;0;2880;4643
"04";"Trentino-Alto Adige/Südtirol";88;131;972;22;354;0;0;0;1479;234;440;37;1940;0;0;0;2651;4130
"04";"Trentino-Alto Adige/Südtirol";89;99;816;15;329;0;0;0;1259;233;307;37;1837;0;0;0;2414;3673
"04";"Trentino-Alto Adige/Südtirol";90;81;651;16;298;0;0;0;1046;209;223;23;1637;0;0;0;2092;3138
"04";"Trentino-Alto Adige/Südtirol";91;50;502;13;313;0;0;0;878;177;172;20;1420;0;0;0;1789;2667
"04";"Trentino-Alto Adige/Südtirol";92;44;404;9;231;0;0;0;688;154;122;13;1244;0;0;0;1533;2221
"04";"Trentino-Alto Adige/Südtirol";93;39;292;8;199;0;0;0;538;158;93;16;1102;0;0;0;1369;1907
"04";"Trentino-Alto Adige/Südtirol";94;26;167;2;149;0;0;0;344;127;56;9;841;0;0;0;1033;1377
"04";"Trentino-Alto Adige/Südtirol";95;22;133;1;126;0;0;0;282;81;43;8;628;0;0;0;760;1042
"04";"Trentino-Alto Adige/Südtirol";96;18;80;0;89;0;0;0;187;80;19;9;466;0;0;0;574;761
"04";"Trentino-Alto Adige/Südtirol";97;7;43;1;52;0;0;0;103;66;7;3;345;0;0;0;421;524
"04";"Trentino-Alto Adige/Südtirol";98;2;24;0;39;0;0;0;65;49;5;4;239;0;0;0;297;362
"04";"Trentino-Alto Adige/Südtirol";99;3;10;0;33;0;0;0;46;35;3;0;170;0;0;0;208;254
"04";"Trentino-Alto Adige/Südtirol";100;5;11;0;41;0;0;0;57;42;3;1;299;0;0;0;345;402
"04";"Trentino-Alto Adige/Südtirol";999;281302;223992;18754;11414;421;13;7;535903;240054;225746;25270;55434;274;20;1;546799;1082702
"10";"Umbria";0;2442;0;0;0;0;0;0;2442;2314;0;0;0;0;0;0;2314;4756
"10";"Umbria";1;2537;0;0;0;0;0;0;2537;2440;0;0;0;0;0;0;2440;4977
"10";"Umbria";2;2699;0;0;0;0;0;0;2699;2633;0;0;0;0;0;0;2633;5332
"10";"Umbria";3;2785;0;0;0;0;0;0;2785;2605;0;0;0;0;0;0;2605;5390
"10";"Umbria";4;2903;0;0;0;0;0;0;2903;2840;0;0;0;0;0;0;2840;5743
"10";"Umbria";5;3074;0;0;0;0;0;0;3074;2843;0;0;0;0;0;0;2843;5917
"10";"Umbria";6;3199;0;0;0;0;0;0;3199;2996;0;0;0;0;0;0;2996;6195
"10";"Umbria";7;3362;0;0;0;0;0;0;3362;3212;0;0;0;0;0;0;3212;6574
"10";"Umbria";8;3380;0;0;0;0;0;0;3380;3204;0;0;0;0;0;0;3204;6584
"10";"Umbria";9;3603;0;0;0;0;0;0;3603;3447;0;0;0;0;0;0;3447;7050
"10";"Umbria";10;3746;0;0;0;0;0;0;3746;3526;0;0;0;0;0;0;3526;7272
"10";"Umbria";11;3844;0;0;0;0;0;0;3844;3795;0;0;0;0;0;0;3795;7639
"10";"Umbria";12;3907;0;0;0;0;0;0;3907;3754;0;0;0;0;0;0;3754;7661
"10";"Umbria";13;4058;0;0;0;0;0;0;4058;3814;0;0;0;0;0;0;3814;7872
"10";"Umbria";14;4080;0;0;0;0;0;0;4080;3755;0;0;0;0;0;0;3755;7835
"10";"Umbria";15;4167;0;0;0;0;0;0;4167;4078;0;0;0;0;0;0;4078;8245
"10";"Umbria";16;4281;0;0;0;0;0;0;4281;3969;0;0;0;0;0;0;3969;8250
"10";"Umbria";17;4225;0;0;0;0;0;0;4225;3919;0;0;0;0;0;0;3919;8144
"10";"Umbria";18;4238;0;0;0;0;0;0;4238;3898;2;0;0;0;0;0;3900;8138
"10";"Umbria";19;4150;2;0;0;0;0;0;4152;3868;7;0;0;0;0;0;3875;8027
"10";"Umbria";20;4218;2;1;0;0;0;0;4221;3681;25;0;0;0;0;0;3706;7927
"10";"Umbria";21;4076;7;0;0;0;0;0;4083;3790;48;1;0;0;0;0;3839;7922
"10";"Umbria";22;4163;10;1;0;0;0;0;4174;3720;69;1;0;0;0;0;3790;7964
"10";"Umbria";23;4154;26;1;0;0;0;0;4181;3763;115;0;0;1;0;0;3879;8060
"10";"Umbria";24;4302;50;6;0;1;0;0;4359;3529;170;2;0;1;0;0;3702;8061
"10";"Umbria";25;4240;89;4;0;0;0;0;4333;3512;244;4;0;1;0;0;3761;8094
"10";"Umbria";26;4097;119;3;0;3;0;0;4222;3457;333;1;1;0;0;0;3792;8014
"10";"Umbria";27;4049;171;2;0;1;0;0;4223;3305;425;13;0;2;0;0;3745;7968
"10";"Umbria";28;3900;268;5;0;3;0;0;4176;3229;531;10;1;1;0;0;3772;7948
"10";"Umbria";29;3747;312;6;1;1;0;0;4067;3062;744;12;1;2;0;0;3821;7888
"10";"Umbria";30;3783;472;10;1;3;0;0;4269;3003;904;14;2;2;0;0;3925;8194
"10";"Umbria";31;3778;631;12;0;4;0;0;4425;2894;1189;31;1;6;1;0;4122;8547
"10";"Umbria";32;3571;752;13;1;7;0;0;4344;2700;1332;40;9;2;0;0;4083;8427
"10";"Umbria";33;3473;904;23;2;6;2;0;4410;2694;1531;56;5;6;1;1;4294;8704
"10";"Umbria";34;3270;1181;25;2;4;0;0;4482;2515;1749;69;13;1;0;0;4347;8829
"10";"Umbria";35;3185;1403;43;2;7;0;0;4640;2508;2005;88;10;9;0;0;4620;9260
"10";"Umbria";36;2929;1494;64;1;6;0;0;4494;2205;2132;98;15;5;1;0;4456;8950
"10";"Umbria";37;2743;1650;73;6;7;0;0;4479;2185;2296;150;14;5;0;0;4650;9129
"10";"Umbria";38;2766;1807;91;2;6;1;1;4674;2111;2512;170;21;3;0;0;4817;9491
"10";"Umbria";39;2575;2044;91;2;7;0;1;4720;1993;2632;186;25;7;0;0;4843;9563
"10";"Umbria";40;2673;2357;97;8;9;1;0;5145;1998;2979;224;22;7;0;0;5230;10375
"10";"Umbria";41;2511;2442;120;9;7;1;0;5090;1915;2911;227;35;6;0;0;5094;10184
"10";"Umbria";42;2335;2622;156;9;7;0;0;5129;1823;3186;286;41;13;0;0;5349;10478
"10";"Umbria";43;2276;2827;159;14;7;0;0;5283;1698;3234;328;61;5;0;0;5326;10609
"10";"Umbria";44;2274;2973;211;11;8;0;0;5477;1612;3531;344;73;6;0;0;5566;11043
"10";"Umbria";45;2247;3141;234;19;11;0;0;5652;1744;3728;401;63;5;0;0;5941;11593
"10";"Umbria";46;2198;3489;250;19;6;0;0;5962;1645;3961;456;76;5;0;0;6143;12105
"10";"Umbria";47;2248;3574;307;22;4;0;0;6155;1601;4188;459;102;6;0;0;6356;12511
"10";"Umbria";48;2169;3798;341;21;7;0;0;6336;1600;4438;536;116;3;1;0;6694;13030
"10";"Umbria";49;2098;4172;373;18;13;0;0;6674;1553;4785;527;134;5;0;0;7004;13678
"10";"Umbria";50;2007;4230;370;35;7;2;0;6651;1396;4751;566;139;4;1;0;6857;13508
"10";"Umbria";51;1813;4183;446;38;9;0;0;6489;1391;4757;608;147;5;0;0;6908;13397
"10";"Umbria";52;1736;4369;435;36;10;1;0;6587;1308;4914;625;193;4;0;0;7044;13631
"10";"Umbria";53;1606;4472;480;42;9;0;0;6609;1166;4764;631;222;2;0;0;6785;13394
"10";"Umbria";54;1488;4645;476;51;3;0;0;6663;1153;5050;667;210;2;0;0;7082;13745
"10";"Umbria";55;1412;4622;486;55;7;0;0;6582;1109;5071;711;314;0;0;0;7205;13787
"10";"Umbria";56;1314;4611;533;61;7;0;0;6526;1062;5046;662;274;3;0;0;7047;13573
"10";"Umbria";57;1299;4717;511;77;13;0;0;6617;967;5083;640;307;2;0;0;6999;13616
"10";"Umbria";58;1227;5034;505;107;8;0;0;6881;942;5215;666;396;4;0;0;7223;14104
"10";"Umbria";59;1104;5112;584;95;5;0;0;6900;864;5257;719;429;2;1;0;7272;14172
"10";"Umbria";60;928;4687;489;101;17;0;0;6222;806;5090;621;431;0;0;0;6948;13170
"10";"Umbria";61;904;4656;486;90;6;0;1;6143;678;4976;604;456;1;0;1;6716;12859
"10";"Umbria";62;823;4752;475;130;3;0;0;6183;641;4834;536;542;0;0;0;6553;12736
"10";"Umbria";63;733;4723;422;134;6;0;0;6018;619;4809;556;575;1;0;0;6560;12578
"10";"Umbria";64;670;4540;410;141;6;0;0;5767;605;4515;477;612;1;0;0;6210;11977
"10";"Umbria";65;662;4279;332;133;10;0;0;5416;527;4237;452;634;1;0;0;5851;11267
"10";"Umbria";66;582;4189;329;158;3;0;0;5261;499;4067;395;751;3;0;0;5715;10976
"10";"Umbria";67;512;4304;325;189;4;0;0;5334;486;4169;389;797;1;0;0;5842;11176
"10";"Umbria";68;519;4156;281;203;3;0;0;5162;392;4073;392;834;0;0;0;5691;10853
"10";"Umbria";69;415;4042;290;184;3;0;0;4934;393;4001;327;917;1;0;0;5639;10573
"10";"Umbria";70;431;3977;227;234;4;0;0;4873;383;3704;311;1043;1;0;0;5442;10315
"10";"Umbria";71;349;3783;206;223;3;0;0;4564;349;3509;274;1036;0;0;0;5168;9732
"10";"Umbria";72;375;3914;210;244;2;0;1;4746;308;3604;274;1153;1;0;0;5340;10086
"10";"Umbria";73;347;3921;210;302;4;0;0;4784;326;3508;244;1295;0;0;0;5373;10157
"10";"Umbria";74;323;4037;200;339;2;0;0;4901;309;3512;259;1439;2;0;0;5521;10422
"10";"Umbria";75;326;4314;162;359;3;0;0;5164;303;3607;205;1671;1;0;0;5787;10951
"10";"Umbria";76;344;3860;136;356;1;0;0;4697;280;3169;189;1736;1;0;0;5375;10072
"10";"Umbria";77;289;3521;128;409;1;0;0;4348;229;2967;177;1833;0;0;0;5206;9554
"10";"Umbria";78;226;2806;85;310;0;0;0;3427;193;2212;142;1588;0;0;0;4135;7562
"10";"Umbria";79;231;2757;80;374;1;0;0;3443;233;2172;112;1857;0;0;0;4374;7817
"10";"Umbria";80;214;2871;67;426;3;0;0;3581;199;2043;105;2113;0;0;0;4460;8041
"10";"Umbria";81;205;2467;77;396;0;0;0;3145;165;1749;111;2002;1;0;0;4028;7173
"10";"Umbria";82;198;2427;56;458;0;0;0;3139;189;1554;84;2172;0;0;0;3999;7138
"10";"Umbria";83;196;2520;65;491;0;0;0;3272;203;1510;88;2531;0;0;0;4332;7604
"10";"Umbria";84;166;2175;39;525;0;0;0;2905;213;1383;80;2557;0;0;0;4233;7138
"10";"Umbria";85;164;2081;50;560;1;0;0;2856;164;1136;70;2672;0;0;0;4042;6898
"10";"Umbria";86;115;1565;31;492;1;0;0;2204;139;819;60;2519;0;0;0;3537;5741
"10";"Umbria";87;101;1300;23;439;0;0;0;1863;122;607;43;2318;0;0;0;3090;4953
"10";"Umbria";88;88;1148;21;451;0;0;0;1708;135;475;29;2214;0;0;0;2853;4561
"10";"Umbria";89;103;942;18;415;0;0;0;1478;123;341;16;2152;0;0;0;2632;4110
"10";"Umbria";90;68;775;13;388;0;0;0;1244;100;244;22;1859;0;0;0;2225;3469
"10";"Umbria";91;42;548;7;297;0;0;0;894;84;183;16;1592;0;0;0;1875;2769
"10";"Umbria";92;39;422;6;297;0;0;0;764;75;102;16;1476;0;0;0;1669;2433
"10";"Umbria";93;28;325;4;254;1;0;0;612;50;88;11;1280;0;0;0;1429;2041
"10";"Umbria";94;18;204;1;174;0;0;0;397;50;40;12;990;0;0;0;1092;1489
"10";"Umbria";95;14;123;1;131;0;0;0;269;36;28;7;739;0;0;0;810;1079
"10";"Umbria";96;13;81;4;108;0;0;0;206;36;27;3;591;0;0;0;657;863
"10";"Umbria";97;1;52;1;79;0;0;0;133;27;6;9;429;0;0;0;471;604
"10";"Umbria";98;4;31;1;38;0;0;0;74;17;5;3;329;0;0;0;354;428
"10";"Umbria";99;5;22;0;46;0;0;0;73;10;2;1;196;0;0;0;209;282
"10";"Umbria";100;2;14;0;32;0;0;0;48;24;6;2;267;0;0;0;299;347
"10";"Umbria";999;193507;194095;13516;11877;311;8;4;413318;166033;196927;18953;57670;159;6;2;439750;853068
"02";"Valle d'Aosta/Vallée d'Aoste";0;367;0;0;0;0;0;0;367;357;0;0;0;0;0;0;357;724
"02";"Valle d'Aosta/Vallée d'Aoste";1;405;0;0;0;0;0;0;405;382;0;0;0;0;0;0;382;787
"02";"Valle d'Aosta/Vallée d'Aoste";2;402;0;0;0;0;0;0;402;358;0;0;0;0;0;0;358;760
"02";"Valle d'Aosta/Vallée d'Aoste";3;386;0;0;0;0;0;0;386;405;0;0;0;0;0;0;405;791
"02";"Valle d'Aosta/Vallée d'Aoste";4;403;0;0;0;0;0;0;403;409;0;0;0;0;0;0;409;812
"02";"Valle d'Aosta/Vallée d'Aoste";5;490;0;0;0;0;0;0;490;407;0;0;0;0;0;0;407;897
"02";"Valle d'Aosta/Vallée d'Aoste";6;482;0;0;0;0;0;0;482;412;0;0;0;0;0;0;412;894
"02";"Valle d'Aosta/Vallée d'Aoste";7;512;0;0;0;0;0;0;512;448;0;0;0;0;0;0;448;960
"02";"Valle d'Aosta/Vallée d'Aoste";8;503;0;0;0;0;0;0;503;482;0;0;0;0;0;0;482;985
"02";"Valle d'Aosta/Vallée d'Aoste";9;562;0;0;0;0;0;0;562;499;0;0;0;0;0;0;499;1061
"02";"Valle d'Aosta/Vallée d'Aoste";10;517;0;0;0;0;0;0;517;522;0;0;0;0;0;0;522;1039
"02";"Valle d'Aosta/Vallée d'Aoste";11;588;0;0;0;0;0;0;588;559;0;0;0;0;0;0;559;1147
"02";"Valle d'Aosta/Vallée d'Aoste";12;633;0;0;0;0;0;0;633;583;0;0;0;0;0;0;583;1216
"02";"Valle d'Aosta/Vallée d'Aoste";13;592;0;0;0;0;0;0;592;579;0;0;0;0;0;0;579;1171
"02";"Valle d'Aosta/Vallée d'Aoste";14;651;0;0;0;0;0;0;651;581;0;0;0;0;0;0;581;1232
"02";"Valle d'Aosta/Vallée d'Aoste";15;634;0;0;0;0;0;0;634;600;0;0;0;0;0;0;600;1234
"02";"Valle d'Aosta/Vallée d'Aoste";16;657;1;0;0;0;0;0;658;586;0;0;0;0;0;0;586;1244
"02";"Valle d'Aosta/Vallée d'Aoste";17;667;0;0;0;0;0;0;667;597;0;0;0;0;0;0;597;1264
"02";"Valle d'Aosta/Vallée d'Aoste";18;610;0;0;0;0;0;0;610;567;0;0;0;0;0;0;567;1177
"02";"Valle d'Aosta/Vallée d'Aoste";19;608;0;1;0;0;0;0;609;595;0;2;0;0;0;0;597;1206
"02";"Valle d'Aosta/Vallée d'Aoste";20;629;0;0;0;0;0;0;629;605;4;0;0;0;0;0;609;1238
"02";"Valle d'Aosta/Vallée d'Aoste";21;623;0;0;0;0;0;0;623;531;7;0;0;0;0;0;538;1161
"02";"Valle d'Aosta/Vallée d'Aoste";22;641;2;0;0;0;0;0;643;565;9;1;0;0;0;0;575;1218
"02";"Valle d'Aosta/Vallée d'Aoste";23;658;1;0;0;0;0;0;659;588;22;1;0;0;0;0;611;1270
"02";"Valle d'Aosta/Vallée d'Aoste";24;639;6;0;0;0;0;0;645;552;27;0;0;0;0;0;579;1224
"02";"Valle d'Aosta/Vallée d'Aoste";25;625;12;0;0;0;0;0;637;541;34;1;0;1;0;0;577;1214
"02";"Valle d'Aosta/Vallée d'Aoste";26;593;13;2;0;0;0;0;608;500;61;2;0;1;0;0;564;1172
"02";"Valle d'Aosta/Vallée d'Aoste";27;612;28;1;0;0;0;0;641;512;68;2;0;0;0;0;582;1223
"02";"Valle d'Aosta/Vallée d'Aoste";28;570;44;1;0;0;0;0;615;460;99;1;0;1;0;0;561;1176
"02";"Valle d'Aosta/Vallée d'Aoste";29;531;60;1;0;0;0;0;592;425;113;2;0;1;0;0;541;1133
"02";"Valle d'Aosta/Vallée d'Aoste";30;515;85;2;0;0;0;0;602;420;144;6;1;1;0;0;572;1174
"02";"Valle d'Aosta/Vallée d'Aoste";31;556;96;2;0;0;0;0;654;414;196;7;0;1;0;0;618;1272
"02";"Valle d'Aosta/Vallée d'Aoste";32;495;123;2;0;1;0;0;621;386;169;10;0;3;0;0;568;1189
"02";"Valle d'Aosta/Vallée d'Aoste";33;469;135;6;0;0;0;0;610;395;248;12;1;1;0;0;657;1267
"02";"Valle d'Aosta/Vallée d'Aoste";34;479;172;5;1;1;0;0;658;346;220;21;1;3;0;0;591;1249
"02";"Valle d'Aosta/Vallée d'Aoste";35;464;197;5;0;0;0;0;666;331;278;21;1;1;0;0;632;1298
"02";"Valle d'Aosta/Vallée d'Aoste";36;414;196;7;0;1;0;0;618;329;296;14;3;1;0;0;643;1261
"02";"Valle d'Aosta/Vallée d'Aoste";37;375;227;11;1;0;0;0;614;293;337;23;5;2;0;0;660;1274
"02";"Valle d'Aosta/Vallée d'Aoste";38;385;232;18;1;0;0;0;636;309;310;19;3;1;0;0;642;1278
"02";"Valle d'Aosta/Vallée d'Aoste";39;382;278;13;2;0;0;0;675;296;323;23;1;0;0;0;643;1318
"02";"Valle d'Aosta/Vallée d'Aoste";40;378;329;21;1;2;0;0;731;288;356;41;4;0;0;0;689;1420
"02";"Valle d'Aosta/Vallée d'Aoste";41;341;332;22;0;0;0;0;695;278;389;43;5;1;1;0;717;1412
"02";"Valle d'Aosta/Vallée d'Aoste";42;328;309;24;1;3;0;0;665;234;383;49;7;3;0;0;676;1341
"02";"Valle d'Aosta/Vallée d'Aoste";43;351;379;30;2;0;0;0;762;231;411;49;8;1;0;0;700;1462
"02";"Valle d'Aosta/Vallée d'Aoste";44;319;365;43;0;0;0;0;727;241;420;43;18;1;0;0;723;1450
"02";"Valle d'Aosta/Vallée d'Aoste";45;418;420;39;3;1;0;0;881;303;469;63;5;0;0;0;840;1721
"02";"Valle d'Aosta/Vallée d'Aoste";46;340;453;50;2;2;0;0;847;282;466;67;10;1;1;0;827;1674
"02";"Valle d'Aosta/Vallée d'Aoste";47;369;437;53;1;1;0;0;861;284;549;76;15;0;0;0;924;1785
"02";"Valle d'Aosta/Vallée d'Aoste";48;394;445;57;1;1;0;0;898;295;571;76;19;1;0;0;962;1860
"02";"Valle d'Aosta/Vallée d'Aoste";49;401;505;63;2;0;0;0;971;291;567;111;11;1;0;0;981;1952
"02";"Valle d'Aosta/Vallée d'Aoste";50;344;572;77;4;4;0;0;1001;257;595;130;21;2;0;0;1005;2006
"02";"Valle d'Aosta/Vallée d'Aoste";51;359;566;66;6;3;0;0;1000;267;624;114;28;0;0;0;1033;2033
"02";"Valle d'Aosta/Vallée d'Aoste";52;313;587;87;6;0;0;0;993;242;660;140;32;0;0;0;1074;2067
"02";"Valle d'Aosta/Vallée d'Aoste";53;338;575;88;4;1;0;0;1006;235;629;156;38;0;0;0;1058;2064
"02";"Valle d'Aosta/Vallée d'Aoste";54;319;622;122;7;2;0;0;1072;247;698;135;28;0;0;0;1108;2180
"02";"Valle d'Aosta/Vallée d'Aoste";55;320;599;106;11;2;1;0;1039;210;657;164;37;2;0;0;1070;2109
"02";"Valle d'Aosta/Vallée d'Aoste";56;297;600;134;10;2;0;0;1043;217;662;152;60;0;0;0;1091;2134
"02";"Valle d'Aosta/Vallée d'Aoste";57;306;637;137;16;2;0;0;1098;191;698;150;49;1;0;0;1089;2187
"02";"Valle d'Aosta/Vallée d'Aoste";58;235;662;115;10;0;0;0;1022;180;671;144;57;1;0;0;1053;2075
"02";"Valle d'Aosta/Vallée d'Aoste";59;262;727;139;16;2;0;0;1146;202;702;162;48;1;0;0;1115;2261
"02";"Valle d'Aosta/Vallée d'Aoste";60;226;665;127;24;1;0;0;1043;142;663;136;61;2;0;0;1004;2047
"02";"Valle d'Aosta/Vallée d'Aoste";61;169;609;99;22;0;0;0;899;126;635;136;68;0;0;0;965;1864
"02";"Valle d'Aosta/Vallée d'Aoste";62;186;640;122;20;3;0;0;971;126;596;126;77;0;0;0;925;1896
"02";"Valle d'Aosta/Vallée d'Aoste";63;135;575;103;15;1;0;0;829;107;565;136;87;0;0;0;895;1724
"02";"Valle d'Aosta/Vallée d'Aoste";64;132;632;92;15;0;0;0;871;107;603;117;104;0;0;0;931;1802
"02";"Valle d'Aosta/Vallée d'Aoste";65;149;539;79;28;0;0;0;795;71;572;99;91;0;0;0;833;1628
"02";"Valle d'Aosta/Vallée d'Aoste";66;122;560;82;19;1;0;0;784;94;504;114;103;0;0;0;815;1599
"02";"Valle d'Aosta/Vallée d'Aoste";67;106;581;78;16;0;0;0;781;61;529;85;111;0;0;0;786;1567
"02";"Valle d'Aosta/Vallée d'Aoste";68;95;502;70;33;1;0;0;701;66;542;89;155;1;0;0;853;1554
"02";"Valle d'Aosta/Vallée d'Aoste";69;106;524;54;27;0;0;0;711;62;499;86;150;0;0;0;797;1508
"02";"Valle d'Aosta/Vallée d'Aoste";70;99;564;54;35;0;0;0;752;54;471;63;168;0;0;0;756;1508
"02";"Valle d'Aosta/Vallée d'Aoste";71;98;508;60;36;0;0;0;702;48;452;62;162;0;0;0;724;1426
"02";"Valle d'Aosta/Vallée d'Aoste";72;74;499;60;47;0;0;0;680;46;465;53;172;0;0;0;736;1416
"02";"Valle d'Aosta/Vallée d'Aoste";73;79;508;44;51;0;0;0;682;49;441;55;193;0;0;0;738;1420
"02";"Valle d'Aosta/Vallée d'Aoste";74;64;507;51;39;0;0;0;661;50;459;55;214;0;0;0;778;1439
"02";"Valle d'Aosta/Vallée d'Aoste";75;74;510;35;60;2;0;1;682;41;443;65;243;0;0;0;792;1474
"02";"Valle d'Aosta/Vallée d'Aoste";76;55;523;39;58;0;0;1;676;27;371;51;259;0;0;0;708;1384
"02";"Valle d'Aosta/Vallée d'Aoste";77;67;441;35;52;0;0;0;595;26;347;39;263;0;0;0;675;1270
"02";"Valle d'Aosta/Vallée d'Aoste";78;49;299;21;46;0;0;0;415;25;276;29;210;0;0;0;540;955
"02";"Valle d'Aosta/Vallée d'Aoste";79;45;356;25;65;0;0;0;491;20;226;33;248;0;0;0;527;1018
"02";"Valle d'Aosta/Vallée d'Aoste";80;40;363;24;63;0;0;0;490;28;249;29;258;0;0;0;564;1054
"02";"Valle d'Aosta/Vallée d'Aoste";81;45;332;17;68;0;0;0;462;23;205;20;314;0;0;0;562;1024
"02";"Valle d'Aosta/Vallée d'Aoste";82;42;300;17;73;0;0;0;432;35;204;20;318;0;0;0;577;1009
"02";"Valle d'Aosta/Vallée d'Aoste";83;43;281;15;75;0;0;0;414;33;179;23;347;0;0;0;582;996
"02";"Valle d'Aosta/Vallée d'Aoste";84;32;269;7;69;0;0;0;377;32;165;17;332;0;0;0;546;923
"02";"Valle d'Aosta/Vallée d'Aoste";85;13;240;4;81;0;0;0;338;33;134;13;341;0;0;0;521;859
"02";"Valle d'Aosta/Vallée d'Aoste";86;17;170;8;74;0;0;0;269;26;104;9;312;0;0;0;451;720
"02";"Valle d'Aosta/Vallée d'Aoste";87;17;142;3;55;1;0;0;218;14;62;13;290;0;0;0;379;597
"02";"Valle d'Aosta/Vallée d'Aoste";88;9;124;6;50;0;0;0;189;20;52;11;250;0;0;0;333;522
"02";"Valle d'Aosta/Vallée d'Aoste";89;14;87;6;44;0;0;0;151;21;35;6;243;0;0;0;305;456
"02";"Valle d'Aosta/Vallée d'Aoste";90;9;76;1;40;0;0;0;126;18;33;3;216;0;0;0;270;396
"02";"Valle d'Aosta/Vallée d'Aoste";91;7;48;5;41;0;0;0;101;21;19;3;179;0;0;0;222;323
"02";"Valle d'Aosta/Vallée d'Aoste";92;6;28;0;33;0;0;0;67;13;13;4;182;0;0;0;212;279
"02";"Valle d'Aosta/Vallée d'Aoste";93;5;28;1;29;0;0;0;63;12;12;3;150;0;0;0;177;240
"02";"Valle d'Aosta/Vallée d'Aoste";94;1;21;0;26;0;0;0;48;10;7;1;116;0;0;0;134;182
"02";"Valle d'Aosta/Vallée d'Aoste";95;4;16;1;8;0;0;0;29;7;6;1;95;0;0;0;109;138
"02";"Valle d'Aosta/Vallée d'Aoste";96;1;8;0;9;0;0;0;18;7;0;0;57;0;0;0;64;82
"02";"Valle d'Aosta/Vallée d'Aoste";97;0;4;0;7;0;0;0;11;8;1;1;51;0;0;0;61;72
"02";"Valle d'Aosta/Vallée d'Aoste";98;1;3;1;6;0;0;0;11;0;0;0;30;0;0;0;30;41
"02";"Valle d'Aosta/Vallée d'Aoste";99;0;1;0;4;0;0;0;5;2;0;0;16;0;0;0;18;23
"02";"Valle d'Aosta/Vallée d'Aoste";100;0;0;0;2;0;0;0;2;2;0;1;34;0;0;0;37;39
"02";"Valle d'Aosta/Vallée d'Aoste";999;30492;25112;2996;1673;41;1;2;60317;25414;25281;4040;7786;37;2;0;62560;122877
"05";"Veneto";0;15643;0;0;0;0;0;0;15643;14846;0;0;0;0;0;0;14846;30489
"05";"Veneto";1;16515;0;0;0;0;0;0;16515;15601;0;0;0;0;0;0;15601;32116
"05";"Veneto";2;17071;0;0;0;0;0;0;17071;16291;0;0;0;0;0;0;16291;33362
"05";"Veneto";3;17487;0;0;0;0;0;0;17487;16031;0;0;0;0;0;0;16031;33518
"05";"Veneto";4;17762;0;0;0;0;0;0;17762;16704;0;0;0;0;0;0;16704;34466
"05";"Veneto";5;18771;0;0;0;0;0;0;18771;17702;0;0;0;0;0;0;17702;36473
"05";"Veneto";6;19583;0;0;0;0;0;0;19583;18360;0;0;0;0;0;0;18360;37943
