id,Età,Celibi,Coniugati,Divorziati,Vedovi,Uniti civilmente,Maschi già in unione civile (per scioglimento unione),Maschi già in unione civile (per decesso del partner),Totale maschi,Nubili,Coniugate,Divorziate,Vedove,Unite civilmente,Femmine già in unione civile (per scioglimento unione),Femmine già in unione civile (per decesso del partner),Totale femmine,Totale
4,56,16222,81381,4617,1171,50,1,1,103443,13189,85470,6053,5325,32,1,0,110070,213513
4,57,15087,82893,4591,1423,47,1,2,104044,12804,85951,5775,6060,12,1,0,110603,214647
4,58,14018,83549,4634,1533,45,0,0,103779,12164,85689,5791,6787,15,0,0,110446,214225
4,59,13385,85956,4599,1826,54,1,0,105821,12107,86651,5774,7981,15,0,0,112528,218349
4,60,11548,80555,4260,1886,38,1,0,98288,10883,81444,5250,8185,11,0,0,105773,204061
4,61,10533,79165,4025,1935,37,0,1,95696,10422,79055,4810,9130,10,0,0,103427,199123
4,62,9572,78107,3728,2137,33,1,0,93578,9799,77331,4637,10054,8,0,0,101829,195407
4,63,8812,76081,3691,2256,35,0,0,90875,9276,73881,4427,10944,12,1,0,98541,189416
4,64,7960,74676,3365,2557,25,1,0,88584,8961,71387,4072,11814,11,0,0,96245,184829
4,65,7104,70313,2986,2600,27,0,0,83030,8171,66848,3850,12387,6,0,0,91262,174292
4,66,6694,70345,3046,2935,25,0,0,83045,7746,65643,3651,13579,2,0,1,90622,173667
4,67,5863,68336,2676,3037,12,0,2,79926,7171,62595,3333,14577,2,0,0,87678,167604
4,68,5509,68247,2510,3224,14,1,2,79507,6942,61032,3191,15928,4,0,0,87097,166604
4,69,5122,66457,2269,3546,19,0,0,77413,6696,59003,2913,17081,4,3,0,85700,163113
4,70,4456,61867,2115,3691,20,0,0,72149,6107,53493,2645,17359,3,0,0,79607,151756
4,71,4028,59087,1795,3803,18,0,0,68731,5795,50095,2486,18386,6,0,0,76768,145499
4,72,3628,58939,1710,4229,10,0,0,68516,5563,49043,2297,20176,2,1,1,77083,145599
4,73,3418,59732,1641,4545,9,0,0,69345,5687,48274,2215,22172,3,0,1,78352,147697
4,74,3252,58610,1494,4984,15,0,1,68356,5515,46170,2053,24211,1,0,0,77950,146306
4,75,3093,58471,1353,5592,8,0,0,68517,5564,45220,1928,27083,5,0,0,79800,148317
4,76,2811,53987,1227,5819,6,0,0,63850,5183,40201,1614,28017,1,0,0,75016,138866
4,77,2523,50928,1071,6175,11,0,1,60709,4736,36969,1536,29287,1,0,0,72529,133238
4,78,1811,39556,819,5364,10,0,0,47560,4063,27611,1153,24857,0,0,0,57684,105244
4,79,1659,34630,655,5150,3,0,1,42098,3516,23243,949,24509,0,0,0,52217,94315
4,80,1541,33364,551,5506,3,0,2,40967,3749,21777,876,26451,1,0,0,52854,93821
4,81,1413,30889,519,5872,5,0,0,38698,3480,19310,819,27097,0,0,0,50706,89404
4,82,1273,27911,449,5935,1,0,0,35569,3291,16854,715,27154,1,0,0,48015,83584
4,83,1325,28577,414,6846,2,0,0,37164,3487,16173,713,30852,0,1,0,51226,88390
4,84,1108,25697,394,7011,1,0,0,34211,3291,14125,597,31222,1,0,0,49236,83447
4,85,848,21365,307,6634,2,0,1,29157,3041,11133,466,29059,0,0,0,43699,72856
4,86,837,18191,221,6318,0,0,0,25567,2669,8771,423,27566,0,0,0,39429,64996
4,87,690,14468,175,6032,0,0,0,21365,2349,6625,342,25444,0,0,0,34760,56125
4,88,588,12409,137,5828,1,0,0,18963,2231,5404,292,24062,0,0,0,31989,50952
4,89,510,9732,83,5214,0,0,0,15539,2037,3935,232,21619,0,0,0,27823,43362
4,90,386,7718,75,4804,1,0,0,12984,1751,2970,208,19414,0,0,0,24343,37327
4,91,286,5664,38,4101,0,0,0,10089,1435,2110,165,16481,0,0,0,20191,30280
4,92,242,4120,43,3470,1,0,0,7876,1274,1470,145,14004,1,0,0,16894,24770
4,93,199,3033,28,3084,0,0,0,6344,1090,1057,109,12242,0,0,0,14498,20842
4,94,127,1991,20,2124,0,0,0,4262,861,651,85,8833,0,0,0,10430,14692
4,95,71,1192,21,1616,0,0,0,2900,654,447,47,6755,0,0,0,7903,10803
4,96,71,813,7,1148,0,0,0,2039,495,254,35,5018,0,0,0,5802,7841
4,97,37,452,5,808,0,0,0,1302,344,177,25,3422,0,0,0,3968,5270
4,98,31,273,6,560,0,0,0,870,245,133,26,2465,0,0,0,2869,3739
4,99,26,186,2,384,0,0,0,598,182,105,11,1659,0,0,0,1957,2555
4,100,69,276,3,545,0,0,0,893,329,186,19,2826,0,0,0,3360,4253
4,999,3068136,3194959,122967,173250,2040,46,21,6561419,2667681,3225445,174653,784726,1174,61,4,6853744,13415163
